Position,Artist,Song Title,Year,Lyrics
1,Bryan Adams,(Everything I Do) I Do it For You,1991,"look into my eyes you will see what you mean to me
search your heart search your soul and when you find me there you'll search no more
dont tell me it's not worth trying for
can't tell me it's not worth dying for
you know it's true every thing I do I do it for you

look into your heart you will find there's nothing there to hide
take me as I am take my life
I would give it all I would sacrifice don't tell me it's not worth fighting for I can't help it there's nothing I want more
you know it's true everything I do I do it for you

there's no love like your love
and no other could give more love
there's nowhere unless you are there
all the time all the way
oh you can't tell me it's not worth trying for
I can't help it there's nothing I want more
yeah I would fight for you, I'd lie for you walk the wire for you, yeah I'd die for you
you know it's true everything I do oh yeah I do it for you

Everything I do girl
And we'll see it through
Oh we'll see it through
Oh yeah
Yeah
You can't tell me it's not worth dying for
Oh yeah"
2,Michael Jackson,Black Or White,1991,"""What?""
""Turn it off!""
""Dad, this is the the best part!""
""Turn it off!""
""No!""
""It's too late for this, turn it off!""
""Dad, this is the best part, come on!""
""No, turn it off now!""
""No, this is the... I wanna listen to it, ok?""
""Yeah, right... too late? Sure. Eat this!""

I took my baby on a Saturday bang
Boy, is that girl with you?
Yes, we're one and the same
Now, I believe in miracles
And a miracle has happened tonight

But if you're thinkin' about my baby
It don't matter if you're black or white

They print my message in the Saturday Sun
I had to tell them I ain't second to none
And I told about equality
And it's true, either you're wrong or you're right

But if you're thinkin' about my baby
It don't matter if you're black or white

Don't compare!

I am tired of this devil
I am tired of this stuff
I am tired of this business
Sewn when the going gets rough

I ain't scared of your brother
I ain't scared of no sheets
I ain't scared of nobody
Girl, when the goin' gets mean

Protection for gangs, clubs and nations
Causing grief in human relations
It's a turf war on a global scale
I'd rather hear both sides of the tale
See, it's not about races, just places, faces
Where your blood comes from is where your space is
I've seen the bright get duller
I'm not going to spend my life being a color

Don't tell me you agree with me
When I saw you kicking dirt in my eye

But if you're thinkin' about my baby
It don't matter if you're black or white

I said if you're thinkin' of being my baby
It don't matter if you're black or white
I said if you're thinkin' of being my brother
It don't matter if you're black or white

Alright, alright, oh
Ooh, ooh, alright
Yeah yeah yeah, now
Alright, alright, ooh ooh
Sh'mon, now
Yeah yeah yeah, now
Alright, ooh ooh

It's black, it's white
It's tough for you to get by
It's black, it's white, ooh
It's black, it's white
It's tough for you to get by
It's black, it's white
Whoo!"
3,REM,Losing My Religion,1991,"Oh, Life is bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper
Of every waking hour I'm
Choosing my confessions
Trying to keep an eye on you
Like a hurt lost and blinded fool, fool
Oh no I've said too much
I set it up

Consider this
Consider this
The hint of the century
Consider this
The slip that brought me
To my knees failed
What if all these fantasies
Come flailing around
Now I've said too much
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight, I'm
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, why try?
That was just a dream
Just a dream, just a dream
Dream

REM:: Ver todas las"
4,Roxette,Joyride,1991,"Hello, you fool, I love you
C'mon join the joyride
I hit the road out of nowhere

I had to jump in my car
And be a rider in a love game

Following the stars
Don't need no book of wisdom
I get no money talk at all
She has a train goin' downtown
She's got a club on the moon
But she's tellin' all her secrets

In a wonderful balloon
She's the heart of the fun fair
She's got me whistlin' her private tune
And it all begins where it ends
And she's all mine, my magic friend
She says, ""Hello, you fool, I love you""

C'mon join the joyride, join the joyride
She's a flower, I can paint her

She's a child of the sun
We're a part of this together

Could never turn around and run
Don't need no fortune teller
To know where my lucky love belongs, oh no
'Cos it all begins again when it ends
(Yeah)
And we're all magic friends (magic friends, magic friends)

She says, ""Hello, you fool, I love you""
C'mon join the joyride, join the joyride
She says, ""Hello, you fool, I love you""
C'mon join the joyride, be a joyride girl

I'll take you on a sky ride
A feelin' like you're spellbound

Sunshine is a lady
Who rocks you like a baby
She says, ""Hello, you fool, I love you""
C'mon join the joyride, join the joyride
Hello, you fool, I love you
C'mon join the joyride, join the joyride
Hello, hello, you fool, I love you
C'mon, c'mon join the joyride, be a joyride girl
Roxette"
5,Enigma,Sadeness,1991,"* Servicio no gratuito
Procedamus in pace
in nomine christi, amen
(let us go forth in peace
in the name of christ, so be it)
Cum angelis et pueris,
fideles inveniamur
(we shall find the faithful in the
company of angels and children)
Attollite portas, principes, vestras
et elevamini, portae aeternales
et introibit rex gloriae
qius est iste rex glorie?
(lift up ye heads o ye glorious gates,
and be ye lifted up ye everlasting doors,
and the king of glory shall come in.
who is the king of glory?)
Sade, dis-moi,
sade, donnes-moi
(sade tell me
sade give me)
Procedamus in pace
in nomine christi, amen
(shall we proceed in peace
in the name of christ, amen)
Sade, dis-moi
qu'est-ce que tu vas chercher?
le bien par le mal
la vertu par le vice
sade, dis-moi, pourquoi l'évangile du mal?
quelle est ta religion, où sont tes fidèles?
si tu es contre dieu, tu es contre l'homme
(sade tell me
what is it that you seek?
the rightness of wrong
the virtue of vice
sade tell me why the gospel of evil?
what is your religion? where are your faithful?
if you are against god, you are against man)
Sade dit moi pourquoi le sang pour le plaisir?
le plaisir sans l'amour.
n'y a t'il plus de sentiment dans le culte de l'homme?
(sade tell me why blood for pleasure?
pleasure without love?
is there no longer any feeling in man's faith?)
Sade, es-tu diabolique ou divin?
(sade are you diabolical or divine?)
Sade, dis-moi
hosanna
sade, donnes-moi
hosanna
sade, dis-moi
hosanna
sade, donnes-moi
hosanna
(sade tell me
hosanna
sade give me
hosanna
sade tell me
hosanna
sade give me
hosanna)
In nomine christi, amen
(in the name of christ, amen)"
6,Extreme,More Than Words,1991,"Saying ""I love you""
Is not the words I want to hear from you
It's not that I want you
Not to say, but if you only knew how easy
It would be to show me how you feel

More than words
Is all you have to do to make it real
Then you wouldn't have to say that you love me
'Cause I'd already know

What would you do if my heart was torn in two
More than words to show you feel
That your love for me is real

What would you say if I took those words away
Then you couldn't make things new
Just by saying ""I love you""

More than words

Now but I've tried to talk to you
And make you understand
All you have to do is close your eyes
And just reach out your hands
And touch me
Hold me close, don't ever let me go

More than words
Is all I ever needed you to show
Then you wouldn't have to say that you love me
'Cause I'd already know

What would you do if my heart was torn in two
More than words to show you feel
That your love for me is real

What would you say if I took those words away
When you couldn't make things new
Just by saying ""I love you""

More than words
More than words
More than words
More than words
More than words"
7,Right Said Fred,I'm Too Sexy,1991,We do not have the lyrics for I'm Too Sexy yet.
8,C&C Music Factory,Gonna Make You Sweat (Everybody Dance Now),1991,"Everybody dance now, everybody dance now
Give me the music, give me the music
Everybody dance now, everybody dance now
Yeah, yeah, yeah, everybody dance now
Yeah, yeah, yeah, everybody

Here is the dome, back with the bass
The jam is live in effect and I don't waste time
On the mike with a dope rhyme
Jump to the rhythm jump jump to the rhythm jump

And I'm here to combine
Beats and lyrics to make your shake your pants
Take a chance, come on and dance
Guys grab a girl don't wait make her twirl

It's your world and I'm just a squirrel
Trying to get a nut to move your butt
To the dance floor, so yo what's up
Hands in the air, come on say yeah

Everybody over here everybody over there
The crowd is live and I pursue this groove
Party people in the house move
(Let your mind)
Move
(Put me on line)

Come on let's sweat, baby
Let the music take control
Let the rhythm move you
Sweat, sweat
Let the music take control
Let the rhythm move you

Everybody dance now
Everybody dance now
Everybody dance now

Pause take a breath and go for yours
On my command now hit the dance floor
It's gonna make you sweat till you bleed
Is that dope enough indeed

I paid the price, I control the dice
I'm more precise, to the point I'm nice
The music takes control your heart and soul
Unfold your body is free and a whole

Dance till you can't
Dance till you can't
Dance no more
Get on the floor and get raw

Then come back and upside down
Easy now, let me see ya move
(Let your mind)
Move
(Put me on line)

The music is my life, everybody dance now
Everybody dance now, everybody dance now
Everybody

Come on let's sweat, baby
Let the music take control
Let the rhythm move you
Sweat, sweat
Let the music take control
Let the rhythm move you"
9,The Scorpions,Wind of Change,1991,"The Scorpions
Miscellaneous
Wind Of Change
WIND OF CHANGE
The Scorpions
Klaus Meine

I follow the Moskva down to Gorky Park
Listening to the wind of change
An August summer night soldiers passing by
Listening to the wind of change

The world is closing in and did you ever think
That we could be so close like brothers
The future's in the air I can feel it everywhere
Blowing with the wind of change

Take me to the magic of the moment on a glory night
Where the children of tomorrow dream away
In the wind of change

Walking down the street distant memories
Are buried in the past forever
I follow the Moskva down to Gorky Park
Listening to the wind of change

Take me to the magic of the moment on a glory night
Where the children of tomorrow share their dreams (share their
dreams)
With you and me (ith you and me)
Take me to the magic of the moment on a glory night
Where the children of tomorrow dream away
In the wind of change (wind of change)

The wind of change blows straight into the face of time
Like a storm wind that will ring the freedom bell
For peace of mind let your balalaika sing
What my guitar wants to say

Take me (take me) to the magic of the moment
On a glory night (glory night)
Where the children of tomorrow share their dreams (share their
dreams)
With you and me (with you and me)
Take me to the magic of the moment on a glory night (glory night)
Where the children of tomorrow dream away (dream away)
In the wind of change (wind of change)

From: MARK RIOS"
10,Color Me Badd,I Wanna Sex You Up,1991,"Come inside, take off your coat
I'll make you feel at home
Now let's pour a glass of wine
'Cause now we're all alone

I've been waiting all night
So just let me hold you close to me
'Cause I've been dyin' for you girl
To make love to me

Girl, you make me feel real good
We can do it 'til we both wake up
Girl, you know I'm hooked on you
And this is what I'll do

(I wanna sex you up)
All night
  (You make me feel real good)
I want to
  (I wanna rub you down)
(I wanna sex you up)

Let me take off all your clothes
Disconnect the phone so nobody knows, yeah
Let me light a candle so we can make it better
Makin' love until we drown, dig

Girl, you know, it feels real good
We can do it 'til we both wake up
Girl, you know I'm hooked on you
And this is what I'll do, yeah

(I wanna sex you up)
Make love until we drown
(I wanna sex you up)
([Incomprehensible])

Girl, you just make me feel so good
I just wanna, I just wanna look at you
Don't say anything at all
Just lay back, and enjoy the ride, yeah

All I want to do is
(I wanna sex you up)
All night
  (Girl, you make me feel good)
I want to
  (I wanna rub you down)
(I wanna sex you up)

Make sweet lovin' all night long
(I wanna sex you up)
Feels so right it can't be wrong
Don't be shy girl, rescue me
(I wanna sex you up)
Open up your heart, and I'll set you free

Oh, I wanna touch you in all the right places, baby
I wanna make love to you, yeah
All night, all night, yeah

Make sweet lovin' all night long
Feels so right it can't be wrong
Don't be shy girl, rescue me
Open up your heart and I'll set you free"
11,Paula Abdul,Rush Rush,1991,"Ooh, na na na, na na na
Ooh, na na na

You're the whisper of a summer breeze
You're the kiss that puts my soul at ease
What I'm saying is I'm into you

Here's my story and the story goes
You give love, you get love
And more than heaven knows

You're gonna see
I'm gonna run, I'm gonna try
I'm gonna take this love right to ya
All my heart, all the joy
Oh, baby, baby, please

Rush, rush
Hurry, hurry lover, come to me
Rush, rush
I wanna see, I wanna see ya get free with me

Rush, rush
I can feel it, I can feel you all through me
Rush, rush
Ooh, what you do to me

And all I want from you is what you are
And even if you're right next to me
You're still too far away

If I'm not inside your arms
I get dramatic, baby, yes I know
But I need you, I want you, oh man, I love you so

You're gonna see
I'm gonna run, I'm gonna try
I'm gonna take this love right to ya
All my heart, all the joy
Oh, baby, baby, please

Rush, rush
Hurry, hurry lover, come to me
Rush, rush
I wanna see, I wanna see ya get free with me

Rush, rush
I can feel it, I can feel you all through me
Rush, rush
Ooh, what you do to me

Rush, rush
Hurry, hurry lover, come to me
Rush, rush
I wanna see, I wanna see ya get free with me

Rush, rush
I can feel it, I can feel you all through me
Rush, rush
Ooh, what you do to me

When you kiss me up and down
Turn my senses all around
Oh, baby, oh, baby

I don't know just how or why
But no one else has touched me
So deep, so deep, so deep inside

You're gonna see
I'm gonna run, I'm gonna try
I'm gonna take this love
Right to ya, all my heart, all the joy
Oh, baby, baby, please

Rush, rush
Hurry, hurry lover, come to me
Rush, rush
I wanna see, I wanna see ya get free with me

Rush, rush
I can feel it, I can feel you all through me
Rush, rush
Ooh, what you do to me

Rush, rush
Hurry, hurry lover, come to me
Rush, rush
I wanna see, I wanna see ya get free with me

Rush, rush
I can feel it, I can feel you all through me
Rush, rush
Ooh, what you do to me

Rush, rush
Na na, na na
Na na na na
Rush, rush
Na na, na na
Na na na na

Rush, rush
Na na, na na
Na na na na
Rush, rush
Na na, na na
Na na na na

Rush, rush
Hurry, hurry lover, come to me
Rush, rush
Na na, na na"
12,EMF,Unbelievable,1991,"You burden me with your questions
You'd have me tell no lies
You're always asking what it's all about
But don't listen to my replies

You say to me I don't talk enough
But when I do I'm a fool
These times I've spent, I've realized
I'm going to shoot through and leave you

The things, you say
Your purple prose just gives you away
The things, you say
You're unbelievable

You burden me with your problems
By telling me more than mine
I'm always so concerned
With the way you say

You've always go to stop
To think of us being one
Is more than I ever know but this time, I realize
I'm going to shoot through and leave you

Seemingly last less
Don't mean you can ask us
Pushing down the relative
Bringing out your higher self

Think of the fine times pushing down the better few
Instead of bringing out the clues
To what the world and everything anger to
Brace yourself with the grace of ease
I know this world ain't what it seems

What the fuck was that?
It's unbelievable"
13,Seal,Crazy,1991,"In a church, by the face
He talks about the people going under
Only child know

A man decides after seventy years
That what he goes there for, is to unlock the door
While those around him criticize and sleep

And through a fractal on a breaking wall
I see you my friend and touch your face again
Miracles will happen as we trip

But we're never gonna survive, unless
We get a little crazy
No, we're never gonna survive, unless
We are a little crazy

Yellow people walking through my head
One of them's got a gun, to shoot the other one
And yet together they were friends at school
Ooh, get it, get it, get it, get it, no no

If all were there when we first took the pill
Then maybe, then maybe, then maybe, then maybe
Miracles will happen as we speak

But we're never gonna survive unless
We get a little crazy
No, we're never gonna survive unless
We are a little crazy
No no, never survive
Unless we get a little bit

Oh, a little bit
Oh, a little bit

Oh
Oh

Amanda decides to go along after seventeen years
Oh darlin'

In a sky full of people, only some want to fly
Isn't that crazy?
In a world full of people, only some want to fly
Isn't that crazy?
Crazy

In a heaven of people there's only some want to fly
Ain't that crazy?
Oh babe, oh darlin'
In a world full of people there's only some want to fly
Isn't that crazy? Isn't that crazy? Crazy

Ohh, but we're never gonna survive unless
We get a little crazy
No, we're never gonna to survive unless
We are a little crazy

But we're never gonna survive unless
We get a little crazy
No we're never gonna to survive unless
We are a little crazy
No no, never survive unless
We get a little bit

And then you see things, the size
Of which you've never known before
They'll break it someday
Only child know

Them things, the size
Of which you've never known before

Someday, someway
Someday, someway
Someday, someway
..."
