Position,Artist,Song Title,Year,Lyrics
11,The Rolling Stones,Miss You,1978,"I've been holding out so long
I've been sleeping all alone
Lord, I miss you

I've been hanging on the phone
I've been sleeping all alone
I want to kiss you

Well, I've been haunted in my sleep
You've been starring in my dreams
Lord, I miss you

I've been waiting in the hall
Been waiting on your call
When the phone rings

It's just some friends of mine that say
""Hey, what's the matter man?
We're gonna come around at twelve
With some Puerto Rican girls that's just dyin' to meet you""

""We're gonna bring a case of wine
Hey, let's go mess and fool around
You know, like we used to""

Oh, everybody waits so long
Oh baby, why you wait so long?
Won't you come home, come home?

I've been walking Central Park
Singing after dark
People think I'm crazy

Stumbling on my feet
Shuffling through the street
Ask me people, ""What's the matter with you boy?""

Sometimes I want to say to myself
Sometimes I say

I won't miss you child

I guess I'm lying to myself
It's just you and no one else
Lord, I won't keep you child

You've been blotting out my mind
Fooling on my time
No, I won't miss you, baby, yeah

Lord, I miss you child
Lord, I miss you child
Lord, I miss you child"
12,Andy Gibb,Shadow Dancing,1978,"You got me lookin' at that Heaven in your eyes
I was chasing your direction, I was tellin' you no lies
And I was loving you when the words you said
Baby, I lose my head

And in a world of people there's only you and I
There ain't nothing come between us in the end
How can I hold you when you ain't even mine?
Only you can see me through, I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothin' more

All that I need is just one moment in your arms
I was chasing your affection, I was doing you no harm
And I was loving you, make it shine, make it rain
Baby, I know my way

I need that sweet sensation of living in your love
I can't breathe when you're away, it pulls me down
You are the question and the answer am I
Only you can see me through, I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothin' more

And in this world of people there's only you and I
There ain't nothing come between us in the end
How can I hold you when you ain't even mine?
Only you can see me through, I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more"
13,Kate Bush,Wuthering Heights,1978,"Out on the Wiley, windy moors
We'd roll and fall in green
You had a temper like my jealousy
Too hot, too greedy

How could you leave me
When I needed to possess you?
I hated you, I loved you too

Bad dreams in the night
You told me I was going to lose the fight
Leave behind my wuthering, wuthering, wuthering heights
Heathcliff, it's me, Cathy, I've come home i'm so cold

let me in your window
Heathcliff, it's me, Cathy, I've come home i'm so cold,
let me in your window
Ooh, it gets dark, it gets lonely

On the other side from you
I pine a lot, I find the lot
Falls through without you
I'm coming back, love

Cruel Heathcliff, my one dream
My only master
Too long I roamed in the night

I'm coming back to his side to put it right
I'm coming home to wuthering, wuthering, wuthering heights
Heathcliff, it's me, Cathy, I've come home i'm so cold
let me in your window

Heathcliff, it's me, Cathy, I've come home i'm so cold,
let me in your window
Ooh, let me have it
Let me grab your soul away

Ooh, let me have it
Let me grab your soul away
You know it's me, Cathyyyyyy
Heathcliff, it's me, Cathy, I've come home i'm so cold,
let me in your window
Heathcliff, it's me, Cathy, I've come home i'm so cold,
let me in your window
Heathcliff, it's me, Cathy, I've come home i'm so cold"
14,John Travolta & Olivia Newton-John,Summer Nights,1978,"Exception occurred 
HTTP Error 404: Not Found"
15,Abba,Take a Chance On Me,1978,"If you change your mind, I'm the first in line
Honey I'm still free take a chance on me
If you need me, let me know, gonna be around
If you've got no place to go, if you're feeling down

If you're all alone when the pretty birds have flown
Honey I'm still free take a chance on me
Gonna do my very best and it ain't no lie
If you put me to the test, if you let me try

Take a chance on me
That's all I ask of you honey
Take a chance on me

We can go dancing, we can go walking
As long as we're together
Listen to some music, maybe just talking
Get to know you better

'Cause you know I've got so much that I wanna do
When I dream I'm alone with you it's magic
You want me to leave it there afraid of a love affair
But I think you know that I can't let go

If you change your mind, I'm the first in line
Honey I'm still free take a chance on me
If you need me, let me know, gonna be around
If you've got no place to go, if you're feeling down

If you're all alone when the pretty birds have flown
Honey I'm still free take a chance on me
Gonna do my very best and it ain't no lie
If you put me to the test, if you let me try

Take a chance on me
Come on, give me a break, will you?
Take a chance on me

Oh you can take your time baby, I'm in no hurry
Know I'm gonna get you
You don't wanna hurt me, baby don't worry
I ain't gonna let you let me tell you now

My love is strong enough
To last when things are rough it's magic
You say that I waste my time but I can't get you off my mind
No I can't let go 'cos I love you so

If you change your mind, I'm the first in line
Honey I'm still free take a chance on me
If you need me, let me know, gonna be around
If you've got no place to go, if you're feeling down

If you're all alone when the pretty birds have flown
Honey I'm still free take a chance on me
Gonna do my very best, baby can't you see
Gotta put me to the test, take a chance on me
  (Take a chance, take a chance, take a chance on me)

Ba ba ba ba ba, ba ba ba ba ba
Honey I'm still free take a chance on me
Gonna do my very best, baby can't you see
Gotta put me to the test, take a chance on me
  (Take a chance, take a chance, take a chance on me)

Ba ba ba ba ba, ba ba ba ba ba
Honey I'm still free take a chance on me"
16,Olivia Newton-John,Hopelessly Devoted to You,1978,"Exception occurred 
HTTP Error 404: Not Found"
17,Billy Joel,Just the Way You Are,1978,"Don't go changing to try and please me
Never let me down before
M-m-m-m-m-m...
Don't imagine you're too familiar
And I don't see you anymore...

I would not leave you in times of trouble
We never could have come this far
M-m-m-h-m-m
I took the good times
I'll take the bad times
I take you just the way you are...

Don't go trying some new fashion
Don't change the color of your hair
M-m-m-m-m-m...
You always have my unspoken passion
Although I might not seem to care
I... don't want clever conversation
Never want to work that hard
M-m-m-h-m-m-m-m-m
I just want someone that I can talk to
I want you just the way you are...
Need to know that you will always be
Same old someone that I knew
Oh, what will it take till you believe in me
The way that I believe in you
I said I love you that's forever
This I promise from the heart
M-m-m-h-m-m...
I couldn't love you any better
I love you just the way you are... right
I... don't want clever conversation
I never want to work that hard
M-m-m-m-m-m
I just want someone that I can talk to
I want you just the way you are..."
18,Donna Summer,MacArthur Park,1978,"Spring was never waiting for us, dear
It ran one step ahead
As we followed in the dance

MacArthur's Park is melting in the dark
All the sweet, green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have that recipe again
Oh, no!

I recall the yellow cotton dress
Foaming like a wave
On the ground beneath your knees
The birds, like tender babies in your hands
And the old men playing Chinese checkers by the trees

MacArthur's Park is melting in the dark
All the sweet, green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have that recipe again
Oh, no!

MacArthur's Park is melting in the dark
All the sweet, green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have that recipe again
Oh, noooooooooo!"
19,Clout,Substitute,1978,"Sam, you've been waiting much too long
Now it looks like she's not coming home
Sam, you've been loyal, true and faithful
All this time with being alone

If I could get that same dedication
I'd give you everything in creation
If she doesn't come back
  (If she doesn't come back)

I'll be your substitute
Whenever you want me
Don't you know I'll be your substitute
Whenever you need me?

Sam, everyday you waited for her
I've been waiting here for you
Sam, all this time I've been lonely
I know what you've been going through

I'll wait until my chances occur
'Cause you can't keep relying on her
If she doesn't come back
  (If she doesn't come back)

I'll be your substitute
Whenever you want me
Don't you know I'll be your substitute
Whenever you need me?

Each day by your window
You sit and sigh, hoping to see her face
Oh, you might as well forget about her
And find someone to take her place
  (If she doesn't come back)

I'll be your substitute
Whenever you want me
Don't you know I'll be your substitute
Whenever you need me?

Don't you know I'll be your substitute
Whenever you want me?
Don't you know I'll be your substitute
Whenever you need me?

Don't you know I'll be your substitute
Whenever you want me?
Don't you know I'll be your substitute
Whenever you"
20,John Paul Young,Love is in the Air,1978,"John Paul Young
Miscellaneous
Love Is In The Air
John Paul Young---Love Is In The Air 

Love is in the air 
Everywhere I look around 
Love is in the air 
Every sight and every sound 

And I don't know if I'm being foolish 
Don't know if I'm being wise 
But it's something that I must believe in 
And it's there when I look in your eyes 

Love is in the air 
In the whisper of the trees 
Love is in the air 
In the thunder of the sea 

And I don't know if I'm just dreaming 
Don't know if I feel sane 
But it's something that I must believe in 
And it's there when you call out my name 

Love is in the air, Love is in the air, oh, oh, oh... 

Love is in the air 
In the rising of the sun 
Love is in the air 
When the day is nearly done 

And I don't know if you're an illusion 
Don't know if I see it true 
But you're something that I must believe in 
And you're there when I reach out for you 

Love is in the air 
Every sight and every sound 
And I don't know if I'm being foolish 
Don't know if I'm being wise 

But it's something that I must believe in 
And it's there when I look in your eyes 

Love is in the air, Love is in the air, oh, oh, oh..."
21,A Taste of Honey,Boogie Oogie Oogie,1978,"If you're thinkin' you're too cool to boogie
Boy oh boy have I got news for you
Everybody here tonight must boogie
Let me tell ya' you are no exception to the rule

Get on up on the floor
Cuz we're gonna boogie oogie oogie
Till you just can't boogie no more (boogie)
Boogie no more
You can't boogie no more (boogie)
Boogie no more, listen to the music

There's no time to waste, let's get this show on the road
Listen to the music and let your body flow
The sooner we begin the longer we've got to groove
Listen to the music and let your body move

Now get on up on the floor
Cuz we're gonna boogie oogie oogie
Till you just can't boogie no more (boogie)
Boogie no more
You can't boogie no more (boogie)
Boogie no more, listen to my bass here

Get down, boogie oogie oogie
Get down, boogie oogie oogie
Get down, boogie oogie oogie
Get down"
22,Queen,We Will Rock You,1978,"Buddy you're a boy make big noise
Playing in the street gonna be a big man some day
You got mud on your face
You big disgrace
Kickin' your can all over the place
Singin'

We will we will rock you
We will we will rock you

Buddy you're a young man hard man
Shouting in the street gonna take on the world some day
You got blood on your face
You big disgrace
Wavin' your Banner all over the place

We will we will rock you
Singin'
We will we will rock you

Buddy you're an old man poor man
Pleading with your eyes gonna make you some peace some day
You got mud on your face
Big disgrace
Somebody better put you back into your place

We will we will rock you
Singin'
We will we will rock you
Everybody
We will we will rock you
We will we will rock you
Alrigth"
23,Boney M,Mary's Boy Child/Oh My Lord,1978,We do not have the lyrics for Mary's Boy Child / Oh My Lord yet.
24,Donna Summer,The Last Dance,1978,We do not have the lyrics for Last Dance (In the Style of Donna Summer) [Karaoke Version] yet.
25,Samantha Sang,Emotion,1978,"It's over and done
But the heartache lives on inside
And who's the one you're clinging to
Instead of me tonight

And where are you now
Now that I need you
Tears on my pillow
Wherever you go

I'll cry me a river
That leads to your ocean
You never see me fall apart
In the words of a broken heart

It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling

You know that
There'll be nobody left in this world to hold me tight
Nobody left in this world to kiss goodnight

Goodnight, goodnight

I'm there at your side
I'm part of all the things you are
But you've got a part of someone else
You go to find your shining star

And where are you now
Now that I need you
Tears on my pillow
Wherever you go

I'll cry me a river
That leads to your ocean
You never see me fall apart
In the words of a broken heart

It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling

You know that
There'll be nobody left in this world to hold me tight
Nobody left in this world to kiss goodnight

Goodnight, and where are you now
Now that I need you
Tears on my pillow
Wherever you go

I'll cry me a river
That leads to your ocean
You never see me fall apart
In the words of a broken heart

It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling

You know that
There'll be nobody left in this world to hold me tight
Nobody left in this world to kiss goodnight

It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling"
26,Boney M,Rasputin,1978,"Hey hey hey
Hey hey hey
Hey hey hey

There lived a certain man in Russia long ago
He was big and strong, in his eyes a flaming glow
Most people looked at him with terror and with fear
But to Moscow chicks he was such a lovely dear

He could preach the Bible like a preacher
Full of ecstacy and fire
But he also was the kind of teacher
Women would desire

Ra ra Rasputin
Lover of the Russian Queen
There was a cat that really was gone
Ra ra Rasputin
Russia's greatest love machine
It was a shame how he carried on

He ruled the Russian land and never mind the Czar
But the Kasachok he danced really wunderbar
In all affairs of state he was the man to please
But he was real great when he had a girl to squeeze

For the Queen he was no wheeler dealer
Though she'd heard the things he'd done
She believed he was a holy healer
Who would heal her son

Ra ra Rasputin
Lover of the Russian Queen
There was a cat that really was gone
Ra ra Rasputin
Russia's greatest love machine
It was a shame how he carried on

(But when his drinking and lusting and his hunger
For power became known to more and more people
The demands to do something about this outrageous
Man became louder and louder)

Hey hey hey
Hey hey hey
Hey hey hey

""This man's just got to go!"" declared his enemies
But the ladies begged ""Don't you try to do it, please""
No doubt this Rasputin had lots of hidden charms
Though he was a brute they just fell into his arms

Then one night some men of higher standing
Set a trap, they're not to blame
""Come to visit us"" they kept demanding
And he really came

Ra ra Rasputin
Lover of the Russian queen
They put some poison into his wine
Ra ra Rasputin
Russia's greatest love machine
He drank it all and said ""I feel fine""
Ra ra Rasputin
Lover of the Russian Queen
They didn't quit, they wanted his head
Ra ra Rasputin
Russia's greatest love machine
And so they shot him till he was dead
(Oh, those Russians)"
27,Eruption,I Can't Stand the Rain,1978,"I can't stand the rain against my window Bringing back sweet memories
I can't stand the rain 'gainst my window
'Cause he's not here with me
Hey window pane, do you remember
How sweet it used to be when we were together?
Everything was so grand, yes it was
Now that we've parted
And there's one sound that I just can't stand
I can't stand the rain against my window
Bringing back sweet memories
I can't stand the rain alone with the pillow
Where his head used to lay, yeah
I know you've got some sweet memories
But like a window, you ain't got nothin' to say
I can't stand the rain against my window
Bringing back sweet memories, hey
I can't stand the rain, ooh
Against my window, oh no no
'Cause he's not here with me, uh
Alone with the pillow, uh, uh
Where his head used to lay, yeah
I know you've got some sweet memories
But like a window, you ain't got nothin' to say
Hey, hey, uh, uh
I can't, I can't, I can't, can't stand the rain
I can't, I can't, I can't, can't stand the rain
I can't, I can't, I can't, can't stand the rain
I can't, I can't, I can't, can't stand the rain
I can't, I can't, I can't, can't stand the rain
Get off my window now, get off my window
Get off my window, nah, I can't stand the rain
I can't stand the rain, ooh, can't stand the rain, oh"
28,Player,Baby Come Back,1978,"Spending all my nights, all my money going out on the town
Doing anything just to get you off of my mind
But when the morning comes, I'm right back where I started again
Trying to forget you is just a waste of time

Baby come back, any kind of fool could see
There was something in everything about you
Baby come back, you can blame it all on me
I was wrong, and I just can't live without you

All day long, wearing a mask of false bravado
Trying to keep up the smile that hides a tear
But as the sun goes down, I get that empty feeling again
How I wish to God that you were here

Baby come back, any kind of fool could see
There was something in everything about you
Baby come back, you can blame it all on me
I was wrong, and I just can't live without you

Now that I put it all together
Give me the chance to make you see
Have you used up all the love in your heart
Nothing left for me, ain't there nothing left for me

Baby come back, any kind of fool could see
There was something in everything about you
Baby come back, you can blame it all on me
I was wrong and I just can't live without you
I was wrong and I just can't live"
29,Barbra Streisand,You Don't Bring Me Flowers,1978,"You don't bring me flowers
You don't sing me love songs

You hardly talk to me anymore
When you come through that door at the end of the day

I remember when you couldn't wait to love me
Used to hate to leave me
Now after loving me late at night

When it's good for you, babe
And you're feeling all right

When you just roll over and turn out the light
And you don't bring me flowers anymore

It used to be so natural

It used to be

To talk about forever

Mmm

But used-to-bes don't count anymore
They just lay on the floor
Till we sweep them away

And baby I remember all the things you taught me

I learned how to laugh and I learned how to cry

Well, I learned how to love and I learned how to lie

So you think I could learn how to tell you goodbye

So you think I could learn how to tell you goodbye

You don't bring me flowers any more

Well, you think I could learn how to tell you goodbye

Because you don't say you need me

You don't sing me love songs

You don't bring me flowers anymore"
30,Anne Murray,You Needed Me,1978,"I cried a tear
You wiped it dry
I was confused
You cleared my mind

I sold my soul
You bought it back for me
And held me up
And gave me dignity
Somehow you needed me

You gave me strength
To stand alone again
To face the world
Out on my own again

You put me high
Upon a pedestal
So high that I could
Almost see eternity
You needed me, you needed me

And I can't believe it's you
I can't believe it's true
I needed you
And you were there

And I'll never leave
Why should I leave, I'd be a fool
'Cause I've finally found
Someone who really cares

You held my hand
When it was cold
When I was lost
You took me home

You gave me hope
When I was at the end
And turned my lies
Back into truth again
You even called me friend

You gave me strength
To stand alone again
To face the world
Out on my own again

You put me high
Upon a pedestal
So high that I could
Almost see eternity
You needed me, you needed me
You needed me, you needed me"
31,10CC,Dreadlock Holiday,1978,"I was walkin' down the street
Concentratin' on truckin' right
I heard a dark voice beside of me
And I looked round in a state of fright

I saw four faces one mad
A brother from the gutter
They looked me up and down a bit
And turned to each other

I say I don't like cricket, oh no
I love it
I don't like cricket, no, no
I love it

Don't you walk through my words
You got to show some respect
Don't you walk through my words
'Cause you ain't heard me out yet

Well he looked down at my silver chain
He said, ""I'll give you one dollar""
I said, ""You've got to be jokin' man""
It was a present from me mother

He said ""I like it I want it
I'll take it off your hands
And you'll be sorry you crossed me
You'd better understand that you're alone
A long way from home""

And I say I don't like reggae, no, no
I love it
I don't like reggae, oh
I love it

Don't you cramp me style
Don't you queer on me pitch
Don't you walk through my words
'Cause you ain't heard me out yet

I hurried back to the swimming pool
Sinkin' pina coladas
I heard a dark voice beside me say
""Would you like something harder?""

She said, ""I've got it you want it
My harvest is the best
And if you try it you'll like it
And wallow in a dreadlock holiday""

And I say don't like Jamaica oh no
I love her
Don't like Jamaica, oh no
I love her oh yea

Don't you walk through her words
You got to show some respect
Don't you walk through her words
'Cause you ain't heard her out yet

I don't like cricket, oh no
I love it
(Dreadlock holiday)

I don't like reggae, oh no
I love it
(Dreadlock holiday)

Don't like Jamaica, yeah
I love her
(Dreadlock holiday)

I don't like cricket, oh no
I love it
(Dreadlock holiday)

I don't like reggae, oh no
I love it"
