Position,Artist,Song Title,Year,Lyrics
1,Kim Carnes,Bette Davis Eyes,1981,"Her hair is Harlow gold
Her lips sweet surprise
Her hands are never cold
She's got Bette Davis eyes

She'll turn the music on you
You won't have to think twice
She's pure as New York snow
She's got Bette Davis eyes

And she'll tease you
She'll unease you
All the better just to please you
She's precocious
And she knows just what it takes to make a pro blush
She's got Greta Garbo stand-off sighs
She's got Bette Davis eyes

She'll let you take her home
(It whets her appetite)
She'll lay you on the throne
She's got Bette Davis eyes

She'll take a tumble on you
Roll you like you were dice
Until you come up blue
She's got Bette Davis eyes

She'll expose you
When she snows you off your feet with the crumbs she throws you
She's ferocious
And she knows just what it takes to make a pro blush
All the boys think she's a spy
She's got Bette Davis eyes

And she'll tease you
She'll unease you
All the better just to please you
She's precocious
And she knows just what it takes to make a pro blush
All the boys think she's a spy
She's got Bette Davis eyes

She'll tease you
She'll unease you
Just to please you
She's got Bette Davis eyes
She'll expose you
When she snows you
She knows you
She's got Bette Davis eyes..."
2,Olivia Newton-John,(Let's Get) Physical,1981,"Exception occurred 
HTTP Error 404: Not Found"
3,Starsound,Stars On 45,1981,"Exception occurred 
HTTP Error 404: Not Found"
4,Diana Ross,Endless Love,1981,"My love
There's only you in my life
The only thing that's right

My first love
You're every breath that I take
You're every step I make

And I, I want to share
(I)
All my love with you
No one else will do

And your eyes
(Your eyes, your eyes)
They tell me how much you care
Oh yes, you will always be
My endless love

Two hearts
Two hearts that beat as one
Our lives have just begun

Forever
(For)
I'll hold you close in my arms
I can't resist your charms

And love
(Oh love)
I'll be a fool for you I'm sure
You know I don't mind
(Oh you know I don't mind)

'Cause you
You mean the world to me
Oh, I know I found in you
My endless love

Oh, and love
(Oh, love)
I'll be that fool for you, I'm sure
You know I don't mind, oh I don't mind
  (Oh you know I don't mind)

And yes, you'll be the only one
'Cause no one can't deny
This love I have inside
And I'll give it all to you
My love, my endless love
  (My love, my love)"
5,Soft Cell,Tainted Love,1981,"Sometimes I feel I've got to
Run away, I've got to
Get away from the pain you drive into the heart of me
The love we share
Seems to go nowhere
And I've lost my light
For I toss and turn, I can't sleep at night

Once I ran to you (I ran)
Now I'll run from you
This tainted love you've given
I give you all a boy could give you
Take my tears, and that's not nearly all
Tainted love (Oh oh)

Tainted love

Now I know I've got to
Run away, I've got to
Get away, you don't really want any more from me
To make things right
You need someone to hold you tight

And you think love is to pray
But I'm sorry, I don't pray that way

Once I ran to you (I ran)
Now I'll run from you
This tainted love you've given
I give you all a boy could give you

Take my tears, and that's not nearly all
Tainted love (Oh oh)
Tainted love

Don't touch me, please
I cannot stand the way you tease
I love you though you hurt me so
Now I'm gonna pack my things and go

Tainted love (Oh)
Tainted love (Oh)
Tainted love (Oh)
Tainted love (Oh)
Touch me, baby, tainted love
Touch me, baby, tainted love
Tainted love (Oh)
Tainted love (Oh)
Tainted love
Tainted love"
6,John Lennon,Woman,1981,"Woman
I can hardly express
My mixed emotion at my thoughtlessness
After all I'm forever in your debt
And woman I will try to express
My inner feelings and thankfullness
For showing me the meaning of succsess
oooh well, well
oooh well, well
Woman I know you understand
The little child inside the man
Please remember my life is in your hands
And woman hold me close to your heart
However, distant don't keep us apart
After all it is written in the stars
oooh well, well
oooh well, well
Woman please let me explain
I never mean(t) to cause you sorrow or pain
So let me tell you again and again and again
I love you (yeah, yeah) now and forever
I love you (yeah, yeah) now and forever
I love you (yeah, yeah) now and forever
I love you (yeah, yeah)..."
7,Phil Collins,In the Air Tonight,1981,"I can feel it coming in the air tonight, oh Lord
And I've been waiting for this moment for all my life, oh Lord
Can you feel it comin' in the air tonight? Oh Lord, oh Lord

Well if you told me you were drowning
I would not lend a hand
I've seen your face before my friend
But I don't know if you know who I am

And I was there and I saw what you did
I saw it with my own two eyes
So you can wipe off that grin, I know where you've been
It's all been a pack o' lies

And I can feel it coming in the air tonight, oh Lord
I've been waiting for this moment all my life, oh Lord
I can feel it comin' in the air tonight, oh Lord
And I've been waiting for this moment all my life, oh Lord, oh Lord

Well I remember, I remember, don't worry
How could I ever forget
It's the first time, the last time we ever met
But I know the reason why you keep your silence up

No you don't fool me
The hurt doesn't show
But the pain still grows
Some stranger to you and me

I can feel it coming in the air tonight, oh Lord
Well, I've been waiting for this moment for all my life, oh Lord
I can feel it in the air tonight, oh Lord, oh Lord
But I've been waiting for this moment for all my life, oh Lord

I can feel it coming in the air tonight, oh Lord
And I've been waiting for this moment all my life, oh Lord
I can feel it in the air tonight oh Lord, oh Lord, oh Lord
Well, I've been waiting for this moment all my life, oh Lord, oh Lord

I can feel it in the air tonight, oh Lord,oh Lord, oh
I've been waiting for this moment all my life, oh Lord, oh Lord"
8,Kool & The Gang,Celebration,1981,"Yahoo!
Celebration
Yahoo!
This is your celebration

Celebrate good times, come on!
(Let's celebrate)
Celebrate good times, come on!
(Let's celebrate)

There's a party goin' on right here
A celebration to last throughout the years
So bring your good times and your laughter too
We gonna celebrate your party with you

Come on now, celebration
Let's all celebrate and have a good time
Celebration
We gonna celebrate and have a good time

It's time to come together
It's up to you, what's your pleasure?
Everyone around the world come on!

Yahoo!
It's a celebration
Yahoo!

Celebrate good times, come on!
(It's a celebration)
Celebrate good times, come on!
(Let's celebrate)

There's a party goin' on right here
A dedication to last throughout the years
So bring your good times and your laughter too
We gonna celebrate and party with you

Come on now, celebration
Let's all celebrate and have a good time, yeah yeah
Celebration
We gonna celebrate and have a good time

It's time to come together
It's up to you, what's your pleasure?
Everyone around the world come on!

Yahoo!
It's a celebration
Yahoo!
It's a celebration

Celebrate good times, come on!
(Let's celebrate come on now)
Celebrate good times, come on!
(Let's celebrate)

We're gonna have a good time tonight
Let's celebrate, it's all right
We're gonna have a good time tonight
Let's celebrate, it's all right, baby

We're gonna have a good time tonight
  (Celebration)
Let's celebrate, it's all right
We're gonna have a good time tonight
  (Celebration)
Let's celebrate, it's all right

Yahoo!
Yahoo!

Celebrate good times, come on!
(Let's celebrate)
Celebrate good times, come on!
(It's a celebration)

Celebrate good times, come on!
(Let's celebrate)
(Come on and celebrate tonight)
Celebrate good times, come on!
  ('Cause everything's gonna be alright, let's celebrate)

Celebrate good times, come on!
(Let's celebrate)
Celebrate good times, come on!"
9,Joe Dolce,Shaddup You Face,1981,We do not have the lyrics for Shaddup You Face (In the Style of Joe Dolce) [Karaoke Version] yet.
10,Sheena Easton,Morning Train (Nine to Five),1981,"I wake up every mornin', I stumble out of bed
Stretchin' and yawnin', another day ahead
It seems to last forever and time goes slowly by
Till babe and me's together, then it starts to fly

'Cause the moment that he's with me, time can take a flight
The moment that he's with me, everything's alright
Night time is the right time, we make love
Then it's his and my time, we take off

My baby takes the morning train
He works from nine to five and then
He takes another home again
To find me waitin' for him

My baby takes the morning train
He works from nine to five and then
He takes another home again
To find me waitin' for him

He takes me to a movie or to a restaurant
To go slow dancing, anything I want
Only when he's with me, I catch light
Only when he gives me, makes me feel alright

My baby takes the morning train
He works from nine to five and then
He takes another home again
To find me waitin' for him

All day I think of him, dreamin' of him constantly
I'm crazy mad for him and he's crazy mad for me (crazy mad for me)
When he steps off that train, amazingly full of fight
Work all day to earn his pay, so we can play all night

My baby takes the morning train
He works from nine to five and then
He takes another home again
To find me waitin' for him

(My baby takes the morning train)
He's always on that morning train
(He works from nine to five and then)
He works so hard
(He takes another home again)
To find me waiting for him

(My baby takes the morning train)
(He works from nine to five and then)
(He takes another home again)
(To find me waitin' for him)"
11,Christopher Cross,Arthur's Theme (Best That You Can Do),1981,"Once in your life you find her
Someone that turns your heart around
And next thing you know you're closing down the town
Wake up and it's still with you
Even though you left her way across town
Wondering to yourself, ""Hey, what've I found?""

When you get caught between the Moon and New York City
I know it's crazy but it's true
If you get caught between the Moon and New York City
The best that you can do
The best that you can do is fall in love

Arthur he does as he pleases
All of his life, he's master's choice
Deep in his heart, he's just, he's just a boy
Living his life one day at a time
He's showing himself a really good time
He's laughing about the way they want him to be

When you get caught between the Moon and New York City
I know it's crazy but it's true
If you get caught between the Moon and New York City
The best that you can do
The best that you can do is fall in love

When you get caught between the Moon and New York City
I know it's crazy but it's true
If you get caught between the Moon and New York City
The best that you can do
The best that you can do is fall in love

When you get caught between the Moon and New York City
I know it's crazy but it's true
If you get caught between the Moon and New York City
The best that you can do
The best that you can do is fall in love"
12,Dolly Parton,9 to 5,1981,"Tumble outta bed and I stumble to the kitchen
Pour myself a cup of ambition
And yawnin', stretchin', try to come to life

Jump in the shower and the blood starts pumpin'
Out on the streets, the traffic starts jumpin'
With folks like me on the job from 9 to 5

Workin' 9 to 5, what a way to make a livin'
Barely gettin' by, it's all takin' and no givin'
They just use your mind and they never give you credit
It's enough to drive you crazy if you let it

9 to 5, for service and devotion
You would think that I would deserve a fair promotion
Want to move ahead but the boss won't seem to let me
I swear sometimes that man is out to get me

They let your dream, just watch 'em shatter
You're just a step on the boss man's ladder
But you got dreams he'll never take away

In the same boat with a lot of your friends
Waitin' for the day your ship 'll come in
And the tide's gonna turn an' it's all gonna roll you away

Workin' 9 to 5 what a way to make a livin'
Barely gettin' by, it's all takin' and no givin'
They just use your mind and you never get the credit
It's enough to drive you crazy if you let it

9 to 5, yeah, they got you where they want you
There's a better life and you think about it, don't you?
It's a rich man's game, no matter what they call it
And you spend your life putting money in his wallet

Workin' 9 to 5, oh what a way to make a livin'
Barely gettin' by, it's all takin' and no givin'
They just use you mind and they never give you credit
It's enough to drive you crazy if you let it

9 to 5, yeah, they got you where they want you
There's a better life and you think about it, don't you?
It's a rich man's game, no matter what they call it
And you spend your life putting money in his wallet"
