Position,Artist,Song Title,Year,Lyrics
1,Leona Lewis,Bleeding Love,2008,"Closed off from love
I didn't need the pain
Once or twice was enough
And it was all in vain
Time starts to pass
Before you know it you're frozen

But something happened
For the very first time with you
My heart melted to the ground
Found something true
And everyone's looking around
Thinking I'm going crazy

But I don't care what they say
I'm in love with you
They try to pull me away
But they don't know the truth
My heart's crippled by the vein
That I keep on closing

You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open

Trying hard not to hear
But they talk so loud
Their piercing sounds fill my ears
Try to fill me with doubt
Yet I know that the goalIs to keep me from falling

But nothing's greater than the rush
That comes with your embrace
And in this world of loneliness
I see your face
Yet everyone around me
Thinks that I'm going crazy
Maybe, maybe

But I don't care what they say
I'm in love with you
They try to pull me away
But they don't know the truth
My heart's crippled by the vain
That I keep on closing

You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open

And it's draining all of me
Oh, they find it hard to believe
I'll be wearing these scars
For everyone to see

I don't care what they say
I'm in love with you
They try to pull me away
But they don't know the truth
My heart's crippled by the vain
That I keep on closing

You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open and I
Keep bleeding
Keep, keep bleeding love"
2,Katy Perry,I Kissed A Girl,2008,"This was never the way I planned
Not my intention
I got so brave
Drink in hand
Lost my discretion
It's not what I'm used to
Just wanna try you on
I'm curious for you

Caught my attention

I kissed a girl
And I liked it
The taste of her cherry chap stick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong

It felt so right

Don't mean I'm in love tonight
I kissed a girl
And I liked it
I liked it

No, I don't even know your name
It doesn't matter

You're my experimental game
Just human nature

It's not what
Good girls do
Not how they should behave
My head gets so confused
Hard to obey

I kissed a girl
And I liked it
The taste of her cherry chap stick
I kissed a girl
Just to try it
I hope my boyfriend don't mind it
It felt so wrong
It felt so right
Don't mean I'm in love tonight
I kissed a girl
And I liked it
I liked it

Us girls we are so magical
Soft skin
Red lips
So kissable
Hard to resist
So touchable
Too good to deny it
Ain't no big deal
It's innocent

I kissed a girl
And I liked it
The taste of her cherry chap stick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong
It felt so right
Don't mean I'm in love tonight
I kissed a girl
And I liked it
I liked it"
3,Flo-Rida & T-Pain,Low,2008,"Exception occurred 
HTTP Error 404: Not Found"
4,Pink,So What,2008,"Na na na na na na na na na na na na I guess I just lost my husband
I don't know where he went
So I'm gonna drink my money
I'm not gonna pay his rent (nope)
I got a brand new attitude and
I'm gonna wear it tonight
I wanna get in trouble
I wanna start a fight

Na na na na na na na I wanna start a fight
Na na na na na na na I wanna start a fight.

So, so what
I'm still a rock star
I got my rock moves
And I don't need you
And guess what
I'm having more fun
And now that we're done
I'm gonna show you tonight
I'm alright
I'm just fine
And you're a tool
So, so what
I am a rock star
I got my rock moves
And I don't want you tonight.

(Uh check my flow, aw)

The waiter just took my table
And gave it to Jessica Simps (shit!)
I guess I'll go sit with drum boy
At least he'll know how to hit
What if this song's on the radio
Then somebody's gonna die
I'm gonna get in trouble
My ex will start a fight

Na na na na na na na he's gonna start a fight
Na na na na na na na we're all gonna get in a fight!

So, so what
I'm still a rock star
I got my rock moves
And I don't need you
And guess what
I'm having more fun
And now that we're done
I'm gonna show you tonight

I'm alright
I'm just fine
And you're a tool
So, so what
I am a rock star
I got my rock moves
And I don't want you tonight.
You weren't there
You never were
You want it all
But that's not fair

I gave you life
I gave my all
You weren't there
You let me fall.
So, so what
I'm still a rock star
I got my rock moves
And I don't need you
And guess what
I'm having more fun
And now that we're done
I'm gonna show you tonight
I'm alright
I'm just fine
And you're a tool
So, so what
I am a rock star
I got my rock moves
And I don't want you tonight.
No, no, no, no
Ba da da da da da"
5,Lady GaGa,Just Dance,2008,"Troop!
RedOne, Konvict
GaGa, oh-oh, eh

I've had a little bit too much, much
All of the people start to rush, start to rush by
How does he twist the dance? Can't find a drink, oh man
Where are my keys? I lost my phone, phone
What's going on on the floor?
I love this record baby but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright
Just dance, gonna be okay, da da doo-doo-mmm

Just dance, spin that record babe, da da doo-doo-mmm

Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance
Wish I could shut my playboy mouth, oh oh oh-oh
How'd I turn my shirt inside out? Inside outright
Control your poison babe, roses have thorns they say
And we're all getting hosed tonight, oh oh oh-oh
What's going on on the floor?
I love this record baby but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just
When I come through on the dance floor checkin' out that catalog
Can't believe my eyes, so many women without a flaw
And I ain't gon' give it up, steady tryin' to pick it up like a car
I'ma hit it, I'ma hit it and flex and do it until tomorr' yeah
Shawty I can see that you got so much energy
The way you're twirlin' up them hips 'round and 'round
And now there's no reason at all why you can't leave here with me
In the meantime stay and let me watch you break it down
And dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance
Woo! Let's go!
Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic
Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic
Go! Use your muscle, carve it out, work it, hustle
I got it, just stay close enough to get it
Don't slow! Drive it, clean it, lights out, bleed it
Spend the lasto
(I got it)
In your pocko
(I got it)
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance"
6,Madonna,Four Minutes,2008,"Exception occurred 
HTTP Error 404: Not Found"
7,Katy Perry,Hot 'n' cold,2008,"You change your mind
Like a girl changes clothes

Yeah you, PMS
Like a bitch, I would know
And you over think
Always speak critically
I should know

That you're no good for me
'Cause you're hot then you're cold

You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
We used to be

Just like twins, so in sync
The same energy
Now's a dead battery
Used to laugh 'bout nothing
Now you're plain boring
I should know
That you're not gonna change

'Cause you're hot then you're cold
You're yes then you're no

You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
Someone call the doctor
Got a case of a love bipolar

Stuck on a roller coaster
Can't get off this ride
You change your mind
Like a girl changes clothes

'Cause you're hot then you're cold
You're yes then you're no

You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot then you're cold
You're yes then you're no

You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down"
8,Jason Mraz,I am Yours,2008,"Well, you done done me and you bet I felt it
I tried to be chill but you're so hot that I melted
I fell right through the cracks, and I'm trying to get back
Before the cool done run out I'll be giving it my best test
And nothing's gonna stop me but divine intervention
I reckon it's again my turn to win some or learn some

I won't hesitate no more,
No more, it cannot wait I'm yours

Well open up your mind and see like me
Open up your plans and damn you're free
Look into your heart and you'll find love love love love
Listen to the music of the moment people dance and sing
We are just one big family
It's your god forsaken right to be loved, loved, loved, loved

So, I won't hesitate no more,
No more, it cannot wait I'm sure
There's no need to complicate our time is short
This is our fate, I'm yours

-d-do do you but do you, d-d-do but you want to come one
Scooch one over closer dear and I will nibble your ear
Bap bap bap woooooo ho ho ooooh

I've been spending' way too long checking' my tongue in the mirror
And bending' over backwards just to try to see it clearer
My breath fogged up the glass
And so I drew a new face and laughed
I guess what I'm a saying's there isn't no better reason
To rid yourself of vanity and just go with the seasons
It's what we aim to do
Our name is our virtue

I won't hesitate no more,
No more, it cannot wait I'm yours

Well open up your mind and see like me
Open up your plans and damn you're free
Look into your heart and you'll find, that the sky is yours

So please don't, don't please don't
(There's no need to complicated)
Cause our time is short
This is, this is, this is our fate
I'm yours"
9,Kid Rock,All summer long,2008,We do not have the lyrics for All Summer Long yet.
10,Coldplay,Viva La Vida,2008,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own

I used to roll the dice
Feel the fear in my enemy's eyes
Listen as the crowd would sing
""Now the old king is dead! Long live the king!""

One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand

I hear Jerusalem bells a ringing
Roman Calvary choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field

For some reason I can't explain
Once you go there was never
Never an honest word
And that was when I ruled the world

It was the wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become

Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh who would ever want to be king?

I hear Jerusalem bells a ringing
Roman Calvary choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field

For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world

I hear Jerusalem bells a ringing
Roman Calvary choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field

For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world"
