Position,Artist,Song Title,Year,Lyrics
1,Los Del Rio,Macarena,1996,"Los Del Rio
Miscellaneous
Macarena
(BAYSIDE BOYS MIX)

Oh, oh, oh
Ha ha ha ha ha...

I am not trying to seduce you

When I dance they call me Macarena
And the boys they say que soy buena
They all want me, they can't have me
So they all come and dance beside me
Move with me, chant with me
And if you're good I'll take you home with me

1-Dale a tu cuerpo alegria Macarena
  Que tu cuerpo es pa' darle alegria y cosa buena
  Dale a tu cuerpo alegria, Macarena
  Hey, Macarena
(rpt 1)

Now don't you worry about my boyfriend
He's a boy who's name is Vittorino
I don't want him, couldn't stand him
He was no good so I ... ha ha ha

Now come on, what was I supposed to do?
He was out of town and his two friends were sooo fine
(rpt 1, 1)

I am not trying to seduce you
Macarena, Macarena...
(rpt 1, 1)

Come and find me, my name is Macarena
I'm always at the party
Con las chicas que estan buenas
Come join me, dance with me
And all you fellows chant along with me
(rpt 1, 1, 1, 1, 1)"
2,Spice Girls,Wannabe,1996,"Ha ha ha ha ha
Yo, I'll tell you what I want
What I really, really want
So tell me what you want
What you really, really want

I'll tell you what I want
What I really, really want
So tell me what you want
What you really, really want

I wanna, (ha) I wanna, (ha)
I wanna, (ha) I wanna, (ha)
I wanna really, really, really

Wanna zigazig ah
If you want my future
Forget my past
If you wanna get with me

Better make it fast
Now don't go wasting
My precious time
Get your act together we could be just fine

I'll tell you what I want
What I really, really want
So tell me what you want
What you really, really want

I wanna, (ha) I wanna, (ha)
I wanna, (ha) I wanna, (ha)
I wanna really, really
Really wanna zigazig ah

If you wanna be my lover
You gotta get with my friends
(Gotta get with my friends)
Make it last forever
friendship never ends
If you wanna be my lover
You have got to give

Taking is too easy
But that's the way it is
Oh, what do you think about that
Now you know how I feel
Say, you can handle my love
Are you for real

(Are you for real)
I won't be hasty
I'll give you a try
If you really bug me then I'll say goodbye

Yo, I'll tell you what I want
What I really, really want
So tell me what you want
What you really, really want
I'll tell you what I want
What I really, really want
So tell me what you want
What you really, really want
I wanna, (ha) I wanna, (ha)
I wanna, (ha) I wanna, (ha)
I wanna really, really, really
Wanna zigazig ah
If you wanna be my lover
You gotta get with my friends
(Gotta get with my friends)
Make it last forever
friendship never ends
If you wanna be my lover
You have got to give
Taking is too easy
But that's the way it is
So, here's a story from A to Z
You wanna get with me
you gotta listen carefully
We got Em in the place who likes it in your face
You got G like MC who likes it on a...
Easy V doesn't come for free
She's a real lady
And as for me, ha you'll see
Slam your body down and wind it all around
Slam your body down and wind it all around
If you wanna be my lover
You gotta get with my friends
(Gotta get with my friends)
Make it last forever
friendship never ends
If you wanna be my lover
You have got to give
Taking is too easy
But that's the way it is
If you wanna be my lover
You gotta, you gotta, you gotta, you gotta, you gotta
Slam, slam, slam, slam (make it last forever)
Slam your body down and wind it all around
Slam your body down and wind it all around
Ha, ha, ha, ha, ha
Slam your body down and wind it all around
Slam your body down and zigazig ah
If you wanna be my lover"
3,The Fugees,Killing Me Softly With His Song,1996,"The Fugees
Miscellaneous
Killing Me Softly With His Song
Killing Me Softly With His Song
The Fugees

I heard he sang a good song, I heard he had a style.
And so I came to see him and lip sing for a while.
And there he was this young boy, a stranger to my eyes.

Strumming my pain with his fingers,
(one time, one time)
singing my life with his words,
(two time, two time)
killing me softly with his song,
killing me softly with his song,
telling my whole life with his words,
killing me softly with his song

I felt all flushed with fever, embarrassed by the crowd,
I felt he found my letters and read each one out loud.
I prayed that he would finish but he just kept right on.

Strumming my pain with his fingers,
(one time, one time)
singing my life with his words,
(two time, two time)
killing me softly with his song,
killing me softly with his song,
telling my whole life with his words,
killing me softly with his song

(instramental interlude)

Strumming my pain with his fingers,
(yes he was)
singing my life with his words,
killing me softly with his song,
killing me softly with his song,
telling my whole life with his words,
killing me softly with his song

From: [email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */"
4,Celine Dion,Because You Loved Me,1996,"For all those times you stood by me
For all the truth that you made me see
For all the joy you brought to my life
For all the wrong that you made right

For every dream you made come true
For all the love I found in you
I'll be forever thankful, baby
You're the one who held me up, never let me fall
You're the one who saw me through through it all

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me

Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me

You gave me wings and made me fly
You touched my hand I could touch the sky
I lost my faith, you gave it back to me
You said no star was out of reach

You stood by me and I stood tall
I had your love, I had it all
I'm grateful for each day you gave me
Maybe I don't know that much
But I know this much is true
I was blessed because I was loved by you

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me

Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me

You were always there for me
The tender wind that carried me
A light in the dark shining your love into my life
You've been my inspiration
Through the lies you were the truth
My world is a better place because of you

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me

Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me"
5,Toni Braxton,Un-Break My Heart,1996,"Don't leave me in all this pain
Don't leave me out in the rain
Come back and bring back my smile
Come and take these tears away
I need your arms to hold me now

The nights are so unkind
Bring back those nights when I held you beside me
Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door

And walked out of my life

Un-cry these tears

I cried so many nights
Un-break my heart
My heart

Take back that sad word good-bye
Bring back the joy to my life

Don't leave me here with these tears
Come and kiss this pain away
I can't forget the day you left

Time is so unkind
And life is so cruel without you here beside me

Un-break my heart
Say you'll love me again
Undo this hurt you caused

When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many nights
Un-break my heart
My heart
Don't leave me in all this pain
Don't leave me out in the rain
Bring back the nights when I held you beside me
Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry this tears
I cried so many, many nights
Un-break my
Un-break my heart oh baby
Come back and say you love me
Un-break my heart
Sweet darlin'
Without you I just can't go on
Can't go on..."
6,Everything But The Girl,Missing,1996,"I step off the train
I'm walking down your street again
And past your door, but you don't live there anymore
It's years since you've been there
Now you've disappeared somewhere, like outer space
You've found some better place

And I miss you, like the deserts miss the rain
And I miss you, like the deserts miss the rain

Could you be dead?
You always were two steps ahead, of everyone
We'd walk behind while you would run
I look up at your house
And I can almost hear you shout down to me
Where I always used to be

And I miss you, like the deserts miss the rain
And I miss you, like the deserts miss the rain

Back on the train, I ask why did I come again?
Can I confess, I've been hanging round your old address?
And the years have proved
To offer, nothing since you've moved
You're long gone, but I can't move on

And I miss you, like the deserts miss the rain
And I miss you, like the deserts miss the rain
And I miss you

I step off the train
I'm walking down your street again
And past your door, I guess you don't live there anymore
It's years since you've been there
Now you've disappeared somewhere, like outer space
You've found some better place

And I miss you,
And I miss you,
You found some better place

And I miss you, like the deserts miss the rain
And I miss you, yeah, like the deserts miss the rain
And I miss you, and I miss you
Like the deserts miss the rain
And I miss you, yeah, like the deserts miss the rain
The deserts miss the rain
Like the deserts miss the rain
Like the deserts miss the rain,
Like the deserts miss the rain
And I miss you, yeah, like the deserts miss the rain"
7,Robert Miles,Children,1996,[Instrumental]
8,Oasis,Wonderwall,1996,"Today is gonna be the day
That they're gonna throw it back to you
By now you should've somehow
Realized what you gotta do
I don't believe that anybody
Feels the way I do about you now

Back beat, the word is on the street
That the fire in your heart is out
I'm sure you've heard it all before
But you never really had a doubt
I don't believe that anybody
Feels the way I do about you now

And all the roads we have to walk are winding
And all the lights that lead us there are blinding
There are many things that I would like to say to you
But I don't know how

Because maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

Today was gonna be the day
But they'll never throw it back to you
By now you should've somehow
Realized what you're not to do
I don't believe that anybody
Feels the way I do about you now

And all the roads that lead you there were winding
And all the lights that light the way are blinding
There are many things that I would like to say to you
But I don't know how

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe
You're gonna be the one that saves me
You're gonna be the one that saves me
You're gonna be the one that saves me"
9,Alanis Morissette,Ironic,1996,"An old man turned ninety-eight
He won a lottery and died the next day
It's a black fly in your chardonnay
It's a death row pardon two minutes too late
Isn't it ironic? Don't you think?

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
Who would've thought it figures

Mr. Play It Safe was afraid to fly
He packed his suitcase and kissed his kids good-bye
He waited his whole damn life to take that flight
And as the plane crashed down he thought
Well, isn't this nice? Isn't this ironic? Don't you think?

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
Who would've thought it figures

Well life has a funny way of sneaking up on you
When you think everything's okay and everything's going right
And ya well life has a funny way of helping you out when
You think everything's gone wrong and everything blows up in your face

A traffic jam when you're already late
A no smoking sign on your cigarette break
It's like 10,000 spoons when all you need is a knife
It's meeting the man of my dreams and then meeting his beautiful wife
Isn't it ironic don't you think a little too ironic and yeah I really do think

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought it figures"
10,Joan Osborne,One of Us,1996,"If God had a name what would it be?
And would you call it to His face?
If you were faced with Him in all His glory
What would you ask if you had just one question?

And yeah, yeah God is great
Yeah, yeah God is good
Yeah, yeah, yeah, yeah, yeah

What if God was one of us?
Just a slob like one of us
Just a stranger on the bus
Trying to make His way home

If God had a face what would it look like?
And would you want to see?
If seeing meant that you would have to believe
In things like Heaven and in Jesus and the Saints
And all the Prophets

And yeah, yeah God is great
Yeah, yeah God is good
Yeah, yeah, yeah, yeah, yeah

What if God was one of us?
Just a slob like one of us
Just a stranger on the bus
Trying to make His way home

Tryin' to make His way home
Back up to Heaven all alone
Nobody callin' on the phone
'Cept for the Pope maybe in Rome

Yeah, yeah God is great
Yeah, yeah God is good
Yeah, yeah, yeah, yeah, yeah

What if God was one of us?
Just a slob like one of us
Just a stranger on the bus
Trying to make His way home

Just tryin' to make His way home
Like a holy rolling stone
Back up to Heaven all alone
Just tryin' to make His way home

Nobody callin' on the phone
'Cept for the Pope maybe in Rome"
