Position,Artist,Song Title,Year,Lyrics
1,The Beatles,I Want to Hold Your Hand,1964,"Oh, yeah, I tell you something
I think you'll understand
When I say that something's
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand

Oh, please say to me
You'll let me be your man
And, please, say to me
You'll let me hold your hand
You'll let me hold your hand
I wanna hold your hand

And when I touch you, I feel happy inside
It's such a feeling that my love
I can't hide

I can't hide
I can't hide
Yeah, you got that something
I think you'll understand
When I say that something's
I wanna hold your hand

I wanna hold your hand
I wanna hold your hand
And when I touch you, I feel happy inside

It's such a feeling that my love
I can't hide
I can't hide
I can't hide
Yeah, you got that something
I think you'll understand
When I feel that something
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand"
2,Roy Orbison,"Oh, Pretty Woman",1964,"Pretty woman, walkin' down the street
Pretty woman, the kind I'd like to meet
Pretty woman
I don't believe you
You're not the truth
No one can look as good as you
Mercy

Pretty woman, oh won't you pardon me
Pretty woman, I couldn't help but see
Pretty woman
You look lovely as can be
Are you lonely just like me

Pretty woman stop a while
Pretty woman talk a while
Pretty woman give your smile to me

Pretty woman, yeah yeah yeah
Pretty woman walk my way
Pretty woman say you'll stay, with me

'Cuz I need you, I'll treat you right
Come to me baby, be mine tonight

Pretty woman, don't walk on by
Pretty woman, don't make me cry
Pretty woman
Don't walk away hey, okay
If that's the way it must be okay

I guess I'll go on home it's late
Maybe tomorrow night but wait
What do I see

Is she walking back to me?
Yeah, she's walking back to me
Oh, pretty woman"
3,The Beatles,She Loves You,1964,"She loves you, yeah yeah yeah
She loves you, yeah yeah yeah
She loves you, yeah yeah yeah yeah

You think you've lost your love
Well, I saw her yesterday
It's you she's thinking of
And she told me what to say

She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad

She said you hurt her so
She almost lost her mind
But now she says she knows
You're not the hurting kind

She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad, ooh!

She loves you, yeah yeah yeah
She loves you, yeah yeah yeah
With a love like that
You know you should be glad

You know it's up to you
I think it's only fair
Pride can hurt you too
Apologize to her

Because she loves you
And you know that can't be bad
She loves you
And you know you should be glad, ooh!

She loves you, yeah yeah yeah
She loves you, yeah yeah yeah
With a love like that
You know you should be glad

With a love like that
You know you should be glad
With a love like that
You know you should, be glad!

Yeah yeah yeah
Yeah yeah yeah yeah"
4,The Animals,House of the Rising Sun,1964,"There is a house in New Orleans
They call the Rising Sun
And it's been the ruin of many a poor boy
And God, I know I'm one

My mother was a tailor
She sewed my new blue jeans
My father was a gamblin' man
Down in New Orleans

Now the only thing a gambler needs
Is a suitcase and trunk
And the only time he's satisfied
Is when he's on a drunk

Oh, mother, tell your children
Not to do what I have done
Spend your lives in sin and misery
In the house of the rising sun

Well, I got one foot on the platform
The other foot on the train
I'm goin' back to New Orleans
To wear that ball and chain

Well, there is a house in New Orleans
They call the Rising Sun
And it's been the ruin of many a poor boy
And God, I know I'm one"
5,The Beatles,I Feel Fine,1964,"Baby's good to me, you know
She's happy as can be, you know
She said so
I'm in love with her and I feel fine

Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine
I'm so glad that she's my little girl (ooh-ooh)
She's so glad she's telling all the world (ooh-ooh)

That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine

I'm so glad that she's my little girl (ooh-ooh)
She's so glad she's telling all the world (ooh-ooh)
That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
She's in love with me and I feel fine"
6,The Beatles,A Hard Day's Night,1964,"It's been a hard day's night, and I've been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I find the things that you do
Will make me feel alright

You know I work all day to get you money to buy you things
And it's worth it just to hear you say you're gonna give me everything
So why on earth should I moan, 'cause when I get you alone
You know I feel OK

When I'm home, everything seems to be right
When I'm home, feeling you holding me tight, tight

It's been a hard day's night, and I've been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I find the things that you do
Will make me feel alright owww!

So why on earth should I moan, 'cause when I get you alone
You know I feel OK

When I'm home, everything seems to be right
When I'm home, feeling you holding me tight, tight

It's been a hard day's night, and I've been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I find the things that you do
Will make me feel alright
You know I feel alright
You know I feel alright"
7,The Righteous Brothers,You've Lost That Lovin' Feelin',1964,"You never close your eyes anymore when I kiss your lips.
And there's no tenderness like before in your fingertips.
You're trying hard not to show it, (baby).
But baby, baby I know it...

You've lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone... gone... gone... wooooooh.

Now there's no welcome look in your eyes when I reach for you.
And now your're starting to critisize little things I do.
It makes me just feel like crying, (baby).
'Cause baby, something in you is dying.

You lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone... gone... gone... woooooah

Baby, baby, I get down on my knees for you.
If you would only love me like you used to do, yeah.
We had a love... a love... a love you don't find everyday.
So don't... don't... don't... don't let it slip away.

Baby (baby), baby (baby)
I beg of you please... please
I need your love (I need your love), I need your love (I need your love)
So bring it on back (So bring it on back), Bring it on back (so bring it on back).
Bring back that lovin' feeling
Whoa, that lovin' feeling

Bring back that lovin' feeling
'Cause it's gone... gone... gone
and I can't go on
noooo...
Bring back that lovin' feeling
Whoa, that lovin' feeling
Bring back that lovin' feeling
'Cause it's gone... gone..."
8,The Beatles,Can't Buy Me Love,1964,"Can't buy me love, love
Can't buy me love

I'll buy you a diamond ring my friend
If it makes you feel all right
I'll get you anything my friend
If it makes you feel all right
'Cause I don't care too much for money
For money can't buy me love

I'll give you all I've got to give
If you say you love me too
I may not have a lot to give
But what I've got I'll give to you
I don't care too much for money
For money can't buy me love

Can't buy me love
Everybody tells me so
Can't buy me love
No no no, no

Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love
Can't buy me love
Everybody tells me so
Can't buy me love
No no no, no

Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love

Can't buy me love, love
Can't buy me love, oh"
9,The Supremes,Where Did Our Love Go,1964,"Baby, baby, baby
Baby don't leave me
Ooh, please don't leave me
All by myself

I've got this burning, burning, yearning
Feelin' inside me
Ooh, deep inside me
And it hurts so bad

You came into my heart
So tenderly
With a burning love
That stings like a bee

Now that I surrender
So helplessly
You now wanna leave
Ooh, you wanna leave me

Ooh, baby, baby
Where did our love go?
Ooh, don't you want me
Don't you want me no more? Ooh, baby

Baby, baby
Where did our love go?
And all your promises
I'll love ya ever more

I've got this burning, burning, yearning
Feelin' inside me
Ooh, deep inside me
And it hurts so bad

Before you won my heart
You were a perfect guy
And I'll let you guide me
You wanna leave me behind

Ooh, baby, baby, baby
Baby, don't leave me
Ooh, please don't leave me
All by myself

Ooh, baby, baby
Baby, don't"
10,Louis Armstrong,Hello Dolly,1964,"Hello, Dolly,
Well, hello, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin', you're still crowin'
You're still goin' strong
We feel the room swayin'
While the band's playin'
One of your old favourite songs from way back when

So, take her wrap, fellas
Find her an empty lap, fellas
Dolly'll never go away again

Hello, Dolly,
Well, hello, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin', you're still crowin'
You're still goin' strong
We feel the room swayin'
While the band's playin'
One of your old favourite songs from way back when

Golly, gee, fellas
Find her a vacant knee, fellas
Dolly'll never go away
Dolly'll never go away
Dolly'll never go away again"
