Position,Artist,Song Title,Year,Lyrics
1,Pharrell Williams,Happy,2014,"It might seem crazy what I am about to say
Sunshine she's here, you can take a break
I'm a hot air balloon that could go to space
With the air, like I don't care baby by the way

Because I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do

Here come bad news talking this and that
Yeah, give me all you got, don't hold back
Yeah, well I should probably warn you I'll be just fine
Yeah, no offense to you don't waste your time
Here's why:

(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

Happy, come on, bring me down
Happy, come on, bring me down
My Love is too high to bring me down
Can't nothing, bring me down
I said bring me down
Can't nothing, bring me down
My Love is too high to bring me down
Can't nothing, bring me down
I said:

(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

(Happy, happy, happy, happy)
Bring me down…
can't nothing…
(Happy, happy, happy, happy)
Bring me down… my love is too high…
(Happy, happy, happy, happy)
Bring me down… can't nothing…
(Happy, happy, happy, happy)
Bring me down, I said

Because I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do

Because I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do
Come on! (Echoed)"
2,Meghan Trainor,All About That Bass,2014,"Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

Yeah it's pretty clear, I ain't no size two
But I can shake it, shake it like I'm supposed to do
'Cause I got that boom boom that all the boys chase
All the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real
Come on now, make it stop
If you got beauty, beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top

Yeah, my momma she told me don't worry about your size
She says ""boys they like a little more booty to hold at night""
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into
Then go ahead and move along

Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

I'm bringing booty back
Go ahead and tell them skinny bitches ""Hey""
No, I'm just playing I know you think you're fat
But I'm here to tell you that
Every inch of you is perfect from the bottom to the top

Yeah, my momma she told me don't worry about your size
She says ""boys they like a little more booty to hold at night""
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into
Then go ahead and move along
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass"
3,Sam Smith,Stay With Me,2014,"Guess it's true
I'm not good at a one night stand
But I still need love 'cause I'm just man
These nights never seem to go to plan
I don't want you to leave
Will you hold my hand

Oh, won't you stay with me
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me

Why am I so emotional?!
No it's not a good look, gain some self control
Deep down I know this never works?
But you could lay with me
So it doesn't hurt

Oh, won't you stay with me
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me

Oooh oh ooh oooh ooooh oh
Oooh oh ooh oooh ooooh oh

Oh, won't you stay with me
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me
Oh, wont you stay with me
Cause you're all I need
This ain't love its clear to see
But darling
Stay with me"
4,Nico & Vinz,Am I Wrong,2014,"Am I wrong
For thinking out the box from where I stay?
Am I wrong
For saying that I choose another way?
I ain't trying to do what everybody else doing
Just 'cause everybody doing what they all do
If one thing I know,
I'll fall but I'll grow
I'm walking down this road of mine, this road that I call home

So am I wrong?
For thinking that we could be something for real?
Now am I wrong?
For trying to reach the things that I can't see?
But that's just how I feel,
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see

Am I tripping
For having a vision?
My prediction:
I'ma be on the top of the world
Walk your walk and don't look back,
Always do what you decide
Don't let them control your life, that's just how I feel
Fight for yours and don't let go,
Don't let them compare you, no
Don't worry, you're not alone, that's just how we feel

Am I wrong? (Am I wrong?)
For thinking that we could be something for real?
(Oh yeah yeah yeah)
Now am I wrong?
For trying to reach the things that I can't see?
(Oh yeah yeah yeah)
But that's just how I feel,
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see

If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right

Am I wrong?
For thinking that we could be something for real?
Now am I wrong?
For trying to reach the things that I can't see?
But that's just how I feel,
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see

So am I wrong? (Am I wrong?)
For thinking that we could be something for real?
(Oh yeah yeah yeah)
Now am I wrong? (Am I wrong?)
For trying to reach the things that I can't see?
(Oh yeah yeah yeah)
But that's just how I feel,
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see"
5,Iggy Azalea & Charli XCX,Fancy,2014,"First thing's first, I'm the realest (realest)
Drop this and let the whole world feel it (let them feel it)
And I'm still in the Murda Bizness
I could hold you down, like I'm givin' lessons in physics (right, right)
You should want a bad bitch like this (huh?)
Drop it low and pick it up just like this (yeah)
Cup of Ace, cup of Goose, cup of Cris
High heels, somethin' worth a half a ticket on my wrist (on my wrist)
Takin' all the liquor straight, never chase that (never)
Rooftop like we bringin' '88 back (what?)
Bring the hooks in, where the bass at?
Champagne spillin', you should taste that

I'm so fancy
You already know
I'm in the fast lane
From L.A. to Tokyo
I'm so fancy
Can't you taste this gold?
Remember my name
'Bout to blow

I said, ""Baby, I do this, I thought that you knew this.""
Can't stand no haters and honest, the truth is
And my flow retarded, they speak it depart it
Swagger on super, I can't shop at no department
better get my money on time, if they not money, decline
And swear I meant that there so much that they give that line a rewind
So get my money on time, if they not money, decline
I just can't worry 'bout no haters, gotta stay on my grind
Now tell me, who that, who that? That do that, do that?
Put that paper over all, I thought you knew that, knew that
I be the I-G-G-Y, put my name in bold
I been working, I'm up in here with some change to throw

I'm so fancy
You already know
I'm in the fast lane
From L.A. to Tokyo
I'm so fancy
Can't you taste this gold?
Remember my name
'Bout to blow

Trash the hotel
Let's get drunk on the mini bar
Make the phone call
Feels so good getting what I want
Yeah, keep on turning it up
Chandelier swinging, we don't give a fuck
Film star, yeah I'm deluxe
Classic, expensive, you don't get to touch
Ow...

Still stuntin', how you love that?
Got the whole world asking how I does that
Hot girl, hands off, don't touch that
Look at it I bet you wishing you could clutch that
It's just the way you like it, huh?
You're so good, he's just wishing he could bite it, huh?
Never turn down nothing,
Slaying these hoes, gold trigger on the gun like

I'm so fancy
You already know
I'm in the fast lane
From L.A. to Tokyo
I'm so fancy
Can't you taste this gold?
Remember my name
'Bout to blow

Who that, who that, I-G-G-Y
That do that, do that, I-I-G-G-Y
Who that, who that, I-G-G-Y
Blow

Who-who-who-who that, who that, I-G-G-Y
That do that, do that, I-G-G-Y
Who that, who that, I-G-G-Y
Blow"
6,Taylor Swift,Shake it Off,2014,"I stay out too late
Got nothing in my brain
That's what people say, mmh-mmh
That's what people say, mmh-mmh

I go on too many dates
But I can't make them stay
At least that's what people say, mmh-mmh
That's what people say, mmh-mmh

But I keep cruising
Can't stop, won't stop moving
It's like I got this music
In my mind, saying it's gonna be alright

'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

I never miss a beat
I'm lightning on my feet
And that's what they don't see, mmh-mmh
That's what they don't see, mmh-mmh

I'm dancing on my own (Dancin' on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mmh-mmh
That's what they don't know, mmh-mmh

But I keep cruising
Can't stop, won't stop grooving
It's like I got this music
In my mind, saying it's gonna be alright

'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off

Hey, hey, hey
Just think while you been getting down
And out about the liars, and the dirty dirty cheats of the world
You could have been getting down to this sick beat

My ex man brought his new girlfriend
She's like ""Oh, my God!"" but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over baby we can shake, shake, shake (Yeah, oh)

'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate, baby (Haters gonna hate)
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off

Shake it off, I shake it off
I-I-I shake it off, I shake it off (You got to)
Shake it off, I shake it off
I-I-I shake it off, I shake it off"
7,Mark Ronson & ,UPTOWN FUNK,2014,"This shit, that ice cold
Michelle Pfeiffer, that white gold
This one for them hood girls
Them good girls straight masterpieces

Stylin', while in
Livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself i'm so pretty

I'm too hot (hot damn)
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire man
I'm too hot (hot damn)
Say my name, you know who I am
I'm too hot (hot damn)
Am I bad 'bout that money?
Break it down

Girls hit your hallelujah (whoo)
Girls hit your hallelujah (whoo)
Girls hit your hallelujah (whoo)
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch (come on)

Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh

Stop, wait a minute
Fill my cup, put some liquor in it
Take a sip, sign a check
Julio, get the stretch
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy

I'm too hot (hot damn)
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire man
I'm too hot (hot damn)
Bitch say my name you know who I am
I'm too hot (hot damn)
Am I bad 'bout that money?
Break it down

Girls hit your hallelujah (whoo)
Girls hit your hallelujah (whoo)
Girls hit your hallelujah (whoo)
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch (come on)

Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh

Before we leave
Imma tell y'all a lil' something
Uptown funk you up
Uptown funk you up
Uptown funk you up
Uptown funk you up
I said uptown funk you up
Uptown funk you up
Uptown funk you up
Uptown funk you up

Come on, dance, jump on it
If you sexy then flaunt it
If you freaky then own it
Don't brag about it, come show me

Come on, dance, jump on it
If you sexy than flaunt it
Well it's Saturday night and we in the spot
Don't believe me, just watch (come on)

Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh

Uptown funk you up
Uptown funk you up (say what?)
Uptown funk you up
Uptown funk you up
Uptown funk you up
Uptown funk you up (say what?)
Uptown funk you up
Uptown funk you up
Uptown funk you up
Uptown funk you up (say what?)
Uptown funk you up
Uptown funk you up
Uptown funk you up
Uptown funk you up (say what?)
Uptown funk you up"
8,Ariana Grande & Iggy Azalea,Problem,2014,"It's Iggy Iggz
I got one more problem with you girl
Aye

Hey baby, even though I hate ya
I wanna love ya, I want you
And even though I can't forgive ya
I really want to, I want you
Tell me, tell me, baby
Why did you leave me?
Cause even though I shouldn't want it
I gotta have it, I want you

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

I know you're never gonna wake up
I gotta give up, but it's you?
I know I shouldn't ever call back
Or let you come back, but it's you
Every time you touch me
And say you love me
I get a little bit breathless
I shouldn't want it, but it's you

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

It's Iggy Iz
What you got?

Smart money bettin' I'll be better off without you
In no time I'll be forgettin' all about you
You sayin' that you know, but I really, really doubt you
Understand my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you're sayin'
There's a million you's baby boy, so don't be dumb
I got 99 problems but you won't be one
Like what!

One less, one less problem
One less, one less problem

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem"
9,Ed Sheeran,Sing,2014,"It's late in the evening
Glass on the side
I've been sat with you
For most of the night
Ignoring everybody here
We wish they would disappear
So maybe we could get down now

And I don't wanna know
If you're getting ahead of the programme
I want you to be mine, lady
And to hold your body close
Take another step into the no-man's land
For the longest time, lady

I need you, darling
Come on, set the tone
If you feel you're falling
Won't you let me know?
Oh oh oh-oh oh oh-oh
Oh oh oh-oh oh oh-oh

If you love me
Come on, get involved
Feel it rushing through you
From your head to toe
Oh oh oh-oh oh oh-oh
Oh oh oh-oh oh oh-oh

Sing!
Oh oh-oh oh oh oh-oh oh oh
Oh oh-oh oh oh oh-oh oh oh
Louder!
Oh oh-oh oh oh oh-oh oh oh
Sing!
Oh oh-oh oh oh oh-oh oh oh

This love is ablaze
I saw flames from the side of the stage
And the fire brigade comes in a couple of days
Until then, we got nothing to say
And nothing to know
But something to drink and maybe something to smoke

Let it go until our roads are changed
Singing ""we found love in a local rave"", no
I don't really know what I'm supposed to say
But I can just figure it out and then hope and pray

I told her my name and said ""it's nice to meet ya""
Then she handed me a bottle of water filled with tequila
I already know she's a keeper
Just from this one small act of kindness
I'm in deep if anybody finds out
I'm meant to drive home but I've drunk all of it now
Not sobering up we just sit on the couch
One thing led to another
Now she's kissing my mouth

I need you, darling
Come on, set the tone
If you feel you're falling
Won't you let me know?
Oh oh oh-oh oh oh-oh
Oh oh oh-oh oh oh-oh
If you love me
Come on, get involved
Feel it rushing through you
From your head to toe
Oh oh oh-oh oh oh-oh
Oh oh oh-oh oh oh-oh

Sing!
Oh oh-oh oh oh oh-oh oh oh
Oh oh-oh oh oh oh-oh oh oh
Louder!
Oh oh-oh oh oh oh-oh oh oh
Sing!
Oh oh-oh oh oh oh-oh oh oh

Can you feel it?
All the guys in here don't even wanna dance
Can you feel it?
All that I can hear is music from the back
Can you feel it?
I found you hiding here so won't you take my hand, darling?
Before the beat kicks in again

Can you feel it?
Can you feel it?

Sing!
I need you, darling
Come on set the tone
If you feel you're falling
Won't you let me know?
Oh oh-oh oh oh oh-oh oh oh
(Louder!)
Oh oh-oh oh oh oh-oh oh oh
(Sing!)
If you love me
Come on, get involved
Feel it rushing through you
From your head to toe
Oh oh-oh oh oh oh-oh oh oh
(Louder!)
Oh oh-oh oh oh oh-oh oh oh

Sing!"
10,Katy Perry,Dark Horse,2014,"Yeah
Ya'll know what it is
Katy Perry
Juicy J, aha
Let's rage

I knew you were
You were gonna come to me
And here you are
But you better choose carefully
'Cause I'm capable of anything
Of anything and everything

Make me your Aphrodite
Make me your one and only
But don't make me your enemy, your enemy, your enemy

So you wanna play with magic
Boy, you should know whatcha falling for
Baby do you dare to do this?
'Cause I'm coming atcha like a dark horse

(Hey)
Are you ready for, ready for
(Hey)
A perfect storm, a perfect storm
'Cause once you're mine, once you're mine
(Hey)

There's no going back

Mark my words
This love will make you levitate
Like a bird
Like a bird without a cage
But down to earth
If you choose to walk away, don't walk away

It's in the palm of your hand now baby
It's a yes or no, no maybe
So just be sure before you give it up to me
Up to me, give it up to me

So you wanna play with magic
Boy, you should know whatcha falling for
Baby do you dare to do this?
'Cause I'm coming atcha like a dark horse

Are you ready for, ready for
A perfect storm, a perfect storm
'Cause once you're mine, once you're mine
(love trippin')

There's no going back

Oh
She's a beast
I call her Karma
(Come back)
She eat your heart out
Like Jeffrey Dahmer
(Woo)

Be careful
Try not to lead her on
Shawty's heart was on steroids
'Cause her love was so strong

You may fall in love
When you meet her
(Meet her)
If you get the chance you better keep her
(Keep her)

She's sweet as pie, but if you break her heart
She'll turn cold as a freezer
(Freezer)

That fairy tale ending with a knight in shining armor
She can be my Sleeping Beauty
I'm gon' put her in a coma
(Woo)

Damn I think I love her
Shawty so bad
I'm sprung and I don't care
She got me like a roller coaster
Turn the bedroom into a fair
(A fair)

Her love is like a drug
I was tryna hit it and quit it
But lil' mama so dope
I messed around and got addicted

So you wanna play with magic
Boy, you should know whatcha falling for
(You should know)

Baby do you dare to do this?
'Cause I'm coming atcha like a dark horse
(Like a dark horse)

Are you ready for, ready for
(Ready for)

A perfect storm, a perfect storm
(A perfect storm)

'Cause once you're mine, once you're mine
(Mine)

There's no going back"
