Position,Artist,Song Title,Year,Lyrics
1,Phil Collins,A Groovy Kind of Love,1988,"When I'm feeling blue all I have to do
Is take a look at you, then I'm not so blue
When you're close to me I can feel your heart beat
I can hear you breathing in my ear

Wouldn't you agree
Baby you and me
Got a groovy kind of love

Anytime you want to you can turn me into
Anything you want to anytime at all
When I kiss your lips oh I start to shiver
Can't control the quivering inside

Wouldn't you agree
Baby you and me
Got a groovy kind of love

When I'm feeling blue all I have to do
Is take a look at you, then I'm not so blue
When I'm in your eyes nothing seems to matter
My whole world could shadow I don't care

Wouldn't you agree
Baby you and me
Got a groovy kind of love

We got a groovy kind of love
We got a groovy kind of love
We got a groovy kind of love"
2,Bobby McFerrin,Don't Worry Be Happy,1988,"Here's a little song I wrote you might want to sing it note for note
Don't worry be happy
In every life we have some trouble but when you worry you make it double
Don't worry be happy
Don't worry be happy now
Ooh-ooh-hoo-hoo-ooh hoo-hoo-ooh-ooh ooh...

Don't worry
Woo ooh-woo-ooh-woo-ooh-ooh...
Be happy
Woo ooh-ooh-ooh-ooh...
Don't worry be happy
Ooh-ooh hoo-hoo-ooh hoo-hoo-ooh-ooh ooh-ooh...

Don't worry
Woo ooh-woo-ooh-ooh-ooh-ooh...
Be happy
Woo-ooh-woo-ooh-ooh...
Don't worry be happy
Ain't got no place to lay your head somebody came and took your bed
Don't worry be happy

The landlord say your rent is late he may have to litigate
Don't worry
Ha-ha ha-ha ha-ha
Be happy

Look at me I'm happy

Ooh-ooh-hoo-hoo-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh...
Don't worry
Ooh-ooh-ooh-ooh-ooh-ooh-ooh...
Be happy
Ooh-ooh-ooh-ooh-ooh...
Here I'll give you my phone number when you're worried call me I'll make you happy
Ooh-ooh-hoo-hoo-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh...
Don't worry

Woo ooh-ooh-ooh-ooh-ooh-ooh...
Be happy
Woo ooh-ooh-ooh-ooh...
Ain't got no cash ain't got no style
Ain't got no gal to make you smile
But don't worry be happy

'Cause when you're worried your face will frown and that will bring everybody down
So don't worry be happy
Don't worry be happy now
Ooh-ooh-hoo-ooh-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh...
Don't worry
Ooh-ooh-ooh-ooh-ooh-ooh-ooh...
Be happy
Woo ooh-ooh-ooh-ooh...
Don't worry be happy
Ooh-ooh-ooh-ooh-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh...

Don't worry
Woo ooh-ooh-ooh-hoo-ooh-ooh...
Be happy
Woo ooh-ooh-ooh-ooh...
Don't worry be happy
Now there is this song I wrote

I hope you learned it note for note like good little children
Don't worry be happy
Listen to a what I say in your life expect some trouble when you worry you make it double
Don't worry be... happy... be happy now
Ooh-ooh-hoo-hoo-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh
be happy"
3,U2,Desire,1988,"Lover, I'm on the street
Gonna go where the bright lights
And the big city meet
With a red guitar on fire

Desire

She's a candle
Burning in my room
I'm like the needle, needle and spoon

Over the counter with a shotgun
Pretty soon, everybody got one
And the fever when I'm beside her

Desire
Desire

And the fever getting higher
Desire, desire, burning, burning

She's the dollars, she's my protection
Yeah, she's a promise in the year of election
Oh sister, I can't let you go

Like a preacher
Stealing hearts at a traveling show
For love or money, money, money

And the fever getting higher
Desire, desire, desire, desire

Desire
Desire"
4,Guns n' Roses,Sweet Child O' Mine,1988,We do not have the lyrics for Sweet Child O' Mine yet.
5,Billy Ocean,Get Outta My Dreams Get Into My Car,1988,"Hey (hey) you (you)
Get into my car
Who me?
Yes you
Get into my car
Uuuoooooooooooh... Hah!

Who's that lady
Coming down the road
Who's that lady
Who's that woman
Walking through my door
What's the score
I'll be the sun
Shine on you
Hey Cinderella
Step in your shoe
I'll be your non-stop lover
Get it while you can
Your non-stop miracle
I'm your man

Get outta my dreams
Get into my car (get in to my car)
Get outta my dreams (get in the back seat baby)
Get into my car (beep beep, yeah)
Get outta my mind (get outta my mind)
Get into my life (uuooooooooh)
Oh I said hey (hey) you (you)
Get into my car

Oh baby

Lady driver
Let me take your wheel
Smooth operator
Touch my bumper (bumper)
Hey, let's make a deal
Make it real
Like a road runner
Coming after you
Just like a hero
Outta the blue
I'll be your non-stop lover
Get it while you can
Your non-stop miracle
I'm your man

Get outta my dreams
Get into my car (get in to mt car)
Get outta my dreams (get in the back seat baby)
Get into my car (beep beep, yeah)
Get outta my mind (get outta my mind)
Get into my life (uuooooooooh)
Oh I said hey (hey) you (you)
Get into my car

Oh baby, let's go

I said open the door (get in the back)
Tread on the floor (get on the track)

Yeah (yeah) Yeah (yeah)
Yeah (yeah) Yeah (yeah)

Let's go

Oh baby

Ooooh, woooow, yeah
I'll be the sun
Shining on you
Hey Cinderella
Step in your shoe
I'll be your non-stop lover
Get it while you can
Your non-stop miracle

I'm your man
Get outta my... Get outta my...
Get outta my dreams
Get into my car
Get outta my dreams (get in the back seat baby)
Get into my car (beep beep, yeah)
Get outta my mind (get outta my mind)
Get into my life (uuooooooooh)
Oh I said hey (hey) you (you)
Get into my, hey (hey) you (you)
Get into my, hey (hey) you (you)
Get into my car"
6,Tiffany,I Think We're Alone Now,1988,"Children behave
That's what they say when we're together
And watch how you play
They don't understand

And so we're...
Running just as fast as we can
Holdin' on to one another's hand

Tryin' to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound

Look at the way
We gotta hide what we're doin'

Cuz what would they say
If they ever knew
And so we're
Running just as fast as we can

Holdin' on to one another's hand
Tryin' to get away into the night
And then you put your arms around me
And we tumble to the ground

And then you say
I think we're alone now
There doesn't seem to be anyone around

I think we're alone now
The beating of our hearts is the only sound
I think we're alone now
There doesn't seem to be anyone around

I think we're alone now
The beating of our hearts is the only sound
Running just as fast as we can

Holdin' on to one another's hand
Tryin' to get away into the night
And then you put your arms around me
And we tumble to the ground

And then you say
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound"
7,INXS,Need You Tonight,1988,"Come over here

All you've got is this moment
Twenty first century's yesterday
You can care all you want
Everybody does yea that's okay yea

So slide over here
And give me a moment
Your moves are so raw
I've got to let you know
I've got to let you know
You're one of my kind

I need you tonight
'Cause I'm not sleepin'
There's somethin' about you girl
That makes me sweat

How do you feel?
(I'm lonely)
What do you think?
(Can't take it all)
Whatcha gonna do?
(Gonna live my life)

So slide over here
And give me a moment
Your moves are so raw
I've got to let you know
I've got to let you know
You're one of my kind
Oh

I need you tonight
'Cause I'm not sleepin'
There's somethin' about you girl
That makes me sweat

So how do you feel?
(I'm lonely)
What do you think?
(Can't take it all)
Whatcha gonna do?
(Gonna live my life)

How do you feel?
(I'm lonely)
What do you think?
(Can't take it all)
Whatcha gonna do?
(Gonna live my life)

So slide over here
And give me a moment
Your moves are so raw
I've got to let you know
I've got to let you know

So slide over here
And give me a moment
I've got to let you know
I've got to let you know

You're one of my kind"
8,Kylie Minogue,The Loco-Motion,1988,"Everybody's doin' a brand new dance now
(Come on baby do the locomotion)
I know you'll get to like it if you give it a chance now
(Come on baby do the locomotion)

My little baby sister can do it with ease
It's easier than learning your A B C's
So come on, come on, do the locomotion with me

You gotta swing your hips now
Come on baby, jump up, jump back
Well, I think you got the knack, ohh

Now that you can do it, let's make a chain now
(Come on baby do the locomotion)
Chug-a chug-a motion like a railway train now
(Come on baby do the locomotion)

Do it nice and easy now don't lose control
A little bit of rhythm and a lot of soul
So come on, come on, do the locomotion with me

The locomotion
Come on, come on, the locomotion
Come on, come on, the locomotion
Come on, come on, come on, come on, come on

Move around the floor in a locomotion
(Come on baby do the locomotion)
Do it holding hands if you got the notion
(Come on baby do the loco-motion)

There's never been a dance that's so easy to do
It even makes you happy when you're feeling blue
So come on, come on, do the locomotion with me

You gotta swing your hips now
Come on baby, jump up, jump back
Well, I think you got the knack, ohh

Do the loc, do the loc, do the loco locomotion
(Come on baby, do the locomotion)
Do the loc, do the loc, do the loco locomotion
(Come on baby, do the locomotion)

Do it nice and easy now don't lose control
A little bit of rhythm and a lot of soul
So come on, come on, do the locomotion
Come on, come on, do the locomotion
Come on, come on, do the locomotion with me

Do the locomotion
Come on, come on, do the locomotion
Come on, come on, do the locomotion
Come on, come on, do the locomotion
Come on, come on, do the locomotion
Come on, come on, do the locomotion"
9,Belinda Carlisle,Heaven is a Place On Earth,1988,"Ooh, baby, do you know what that's worth?
Ooh, heaven is a place on earth
They say in heaven love comes first
We'll make heaven a place on earth
Ooh, heaven is a place on earth

When the night falls down

I wait for you and you come around
And the world's alive
With the sound of kids on the street outside
When you walk into the room

You pull me close and we start to move
And we're spinnin' with the stars above
And you lift me up in a wave of love
Ooh, baby, do you know what that's worth?

Ooh, heaven is a place on earth
They say in heaven love comes first
We'll make heaven a place on earth
Ooh, heaven is a place on earth
When I feel alone

I reach for you and you bring me home
When I'm lost at sea
I hear your voice and it carries me
In this world we're just beginning

To understand the miracle of living
Baby, I was afraid before
But I'm not afraid anymore
Ooh, baby, do you know what that's worth?

Ooh, heaven is a place on earth
They say in heaven love comes first
We'll make heaven a place on earth
Ooh, heaven is a place on earth
Heaven

Heaven

Heaven
In this world we're just beginning
To understand the miracle of living
Baby, I was afraid before

But I'm not afraid anymore
Ooh, baby, do you know what that's worth?
Ooh, heaven is a place on earth
They say in heaven love comes first
We'll make heaven a place on earth
Ooh, heaven is a place on earth
Ooh, heaven is a place on earth
Ooh, heaven is a place on earth
Ooh, heaven is a place on earth
Ooh, heaven is a place on earth
Ooh, heaven is a place on earth"
10,Kylie Minogue,I Should Be So Lucky,1988,"In my imagination there is no complication
I dream about you all the time
In my mind a celebration, the sweetest of sensation
Thinking you could be mine

In my imagination there is no hesitation
We walk together hand in hand
I'm dreaming, you fell in love with me like I'm in love with you
But dreaming's all I do if only they'd come true

I should be so lucky
Lucky, lucky, lucky
I should be so lucky in love
I should be so lucky
Lucky, lucky, lucky
I should be so lucky in love

It's a crazy situation, you always keep me waiting
Because it's only make believe
And I would come a-running to give you all my loving
If one day you would notice me

My heart is close to breaking and I can't go on faking
The fantasy that you'll be mine
I'm dreaming that you're in love with me like I'm in love with you
But dreaming's all I do if only they'd come true

I should be so lucky
Lucky, lucky, lucky
I should be so lucky in love
I should be so lucky
Lucky, lucky, lucky
I should be so lucky in love

I should be so lucky
I should be so lucky, I
I should be so lucky
I should be so lucky, I

In my imagination there is no hesitation
We walk together hand in hand
I'm dreaming like you're in love with me, like I'm in love with you
But dreaming's all I do if only they'd come true

I should be so lucky
Lucky, lucky, lucky
I should be so lucky in love
I should be so lucky
Lucky, lucky, lucky
I should be so lucky in love
..."
