Position,Artist,Song Title,Year,Lyrics
1,Billy Swan,I Can Help,1975,"If you've got a problem, don't care what it is
If you need a hand, I can assure you this

I can help, I've got two strong arms, I can help
It would sure do me good to do you good
Let me help

It's a fact that people get lonely, ain't nothing new
But a woman like you, babe, should never have the blues

Let me help, I've got two for me, let me help
It would sure do me good to do you good
Let me help

When I go to sleep at night, you're always a part of my dreams
Holding me tight and telling me everything I want to hear

Don't forget me, babe, all you gotta do is call
You know how I feel about you, I can do anything at all

Let me help if your child needs a Dad, I can help
It would sure do me good to do you good
Let me help

When I go to sleep at night, you're always a part of my dreams
Holding me tight and telling me everything I want to hear

Don't forget me, babe, all you gotta do is call
You know how I feel about you, if I can do anything at all

Let me help, for a child needs a Dad, I can help
It would sure do me good to do you good
Let me help"
2,Abba,SOS,1975,"Where are those happy days? They seem so hard to find
I tried to reach for you but you have closed your mind
Whatever happened to our love, I wish I understood
It used to be so nice, it used to be so good

So when you're near me, darling can't you hear me? SOS
The love you gave me, nothing else can save me, SOS
When you're gone, how can I even try to go on?
When you're gone, though I try how can I carry on?

You seemed so far away though you were standing near
You made me feel alive but something died I fear
I really tried to make it out, I wish I understood
What happened to our love? It used to be so good

So when you're near me, darling can't you hear me? SOS
The love you gave me, nothing else can save me, SOS
When you're gone, how can I even try to go on?
When you're gone, though I try how can I carry on?

So when you're near me, darling can't you hear me? SOS
And the love you gave me, nothing else can save me, SOS
When you're gone, how can I even try to go on?
When you're gone, though I try how can I carry on?
When you're gone, how can I even try to go on?
When you're gone, though I try how can I carry on?"
3,10CC,I'm Not in Love,1975,"I'm not in love, so don't forget it
It's just a silly phase I'm going through
And just because, I call you up
Don't get me wrong, don't think you've got it made
I'm not in love, no no, it's because

I like to see you but then again
That doesn't mean you mean that much to me
So if I call you don't make a fuss
Don't tell your friends about the two of us
I'm not in love, no no, it's because

I keep your picture upon the wall
It hides a nasty stain that's lying there
So don't you ask me to give it back
I know you know it doesn't mean that much to me
I'm not in love, no no, it's because

Ooh you wait a long time for me
Ooh you wait a long time
Ooh you wait a long time for me
Ooh you wait a long time

I'm not in love so don't forget it
It's just a silly phase I'm going through
And just because I call you up
Don't get me wrong, don't think you've got it made
Oh I'm not in love, I'm not in love

Yeah yeah yeah yeah yeah
Yeah yeah yeah yeah yeah
Yeah yeah yeah yeah yeah"
4,Captain & Tennille,Love Will Keep Us Together,1975,"Love, love will keep us together
Think of me babe whenever
Some sweet talkin' girl comes along, singin' a song
Don't mess around, you just gotta be strong

Just stop, 'cause I really love you
Stop, I been thinkin' of you
Look in my heart and let love keep us together

You (you, do do do) you belong to me now (do, do do do)
Ain't gonna set ya free now (do do do)
When those girls start hangin' around, talkin' me down
Hear with your heart and ya won't hear a sound

Just stop (stop, stop) cause I really love you (really love you)
Stop (stop, stop) I been thinkin' of you (been thinkin' of you)
Look in my heart and let love keep us together, whatever

Young and beautiful, but someday your looks'll be gone
When the others turn you off, who'll be turnin' you on
I will, I will, I will, I will be there to share forever
Love will keep us together
I said it before and I'll say it again
While others pretend
I need ya now and I need ya then

Just stop (stop) cause I really love you (really love you)
Stop (stop) I been thinkin' of you (been thinkin' of you)
Look in my heart and let love keep us together
Whatever (a-ba-da whatever)
I will (ever), I will (ever), I will (ever), I will (ahh)

(Synthesizer solo) (Da da da da, da da da da, da da da da)

You better stop (stop) cause I really love you (really love you)
Stop (stop) I been thinkin' of you (been thinkin' of you)
Look in my heart and let love keep us together
Whatever (a-ba-da whatever)
I will (ever), I will (ever), I will (ever), I will (ahh)

(Clapping and whistling)

(Da da da da, da da da da, da da da da)
(Sedaka is back!)
(Da da da da, da da da da, da da da da)"
5,Patti LaBelle,Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),1975,"Exception occurred 
HTTP Error 404: Not Found"
6,The Sweet,Fox On the Run,1975,"

I don't wanna know your name
'Cause you don't look the same
The way you did before

Okay, you think you got a pretty face
But the rest of you is out of place
You looked all right before

Fox on the run
You scream and everybody comes a running
Take a run and hide yourself away
Foxy on the run, f-foxy
Fox on the run and hide away

You, you talk about just every band
But the names you drop are second hand
I've heard it all before

I don't wanna know your name
'Cause you don't look the same
The way you did before

Fox on the run
You scream and everybody comes a running
Take a run and hide yourself away
Foxy on the run, f-foxy
Fox on the run and hide away

F-foxy, fox on the run
You scream and everybody comes a running
Take a run and hide yourself away
Foxy on the run, f-foxy
Fox on the run and hide away

Fox on the run
Fox on the run
Fox on the run
Fox on the run"
7,Carpenters,Please Mr Postman,1975,"Carpenters
Horizon
Please Mr. Postman
( stop )

Oh yes, wait a minute

Mister postman

( wait )

Wait mister postman



(*) please mister postman look and see

( oh yeah )

If there's a letter in your bag for me

( please, please, mister postman )

Why's it takin' such a long time

( oh yeah )

For me to hear from that boy of mine



There must be

Some word today

From my boyfriend

So far away

Please mister postman

Look and see

If there's a letter

A letter for me



I've been standin' here

Waitin' mister postman

So patiently

For just a card

Or just a letter

Sayin' he's returning'

Home to me



Repeat (*)



So many days

You passed me by

See the tears

Standin' in my eyes

You didn't stop

To make me feel better

By leavin' me

A card or a letter



Repeat (*)



( why don't you check it and see one more time

For me you gotta )

Wait a minute, wait a minute...

( mister postman )

Mister postman look and see



( c'mon deliver the letter, the sooner, the better )

Mister postman"
8,George Baker Selection,Una Paloma Blanca,1975,"George Baker Selection
Miscellaneous
Una Paloma Blanca
When the sun shines on the mountain
And the night is on the run
It's a new day
It's a new way
And I fly up to the sun

I can feel the morning sunlight
I can smell the new-mown hay
I can hear God's voice is calling
For my golden sky light way

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

Once I had my share of losing
for they locked me on a chain
Yes they tried to break my power
oh I still can feel the pain

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

[Yodel outro]"
9,Glen Campbell,Rhinestone Cowboy,1975,"I've been walkin' these streets so long
Singin' the same old song
I know every crack in these dirty sidewalks of Broadway

Where hustle's the name of the game
And nice guys get washed away
Like the snow and the rain

There's been a load of compromisin'
On the road to my horizon
But I'm gonna be where the lights are shinin' on me

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo

Like a rhinestone cowboy
Getting cards and letters from people I don't even know
And offers comin' over the phone

Well, I really don't mind the rain
And a smile can hide all the pain
But you're down when you're ridin' the train that's takin' the long way

And I dream of the things I'll do
With a subway token
And a dollar tucked inside my shoe

There'll be a load of compromisin'
On the road to my horizon
But I'm gonna be where the lights are shinin' on me

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo

Rhinestone cowboy
Gettin' cards and letters from people I don't even know
And offers comin' over the phone

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo

Like a rhinestone cowboy
Gettin' card and letters from people I don't even know"
10,Rod Stewart,Sailing,1975,"I am sailing, I am sailing
Home again 'cross the sea
I am sailing, stormy waters
To be near you, to be free

I am flying, I am flying
Like a bird 'cross the sky
I am flying, passing high clouds
To be with you, to be free

Can you hear me, can you hear me
Through the dark night, far away?
I am dying, forever crying
To be with you, who can say

Can you hear me?

Can you hear me, can you hear me
Through the dark night far away?
I am dying, forever crying
To be with you, who can say, who can say

We are sailing, we are sailing
Home again 'cross the sea
We are sailing stormy waters
To be near you, to be free

Oh Lord, to be near you, to be free
Oh my Lord, to be near you, to be free
Oh my Lord, to be near you, to be free
Oh Lord"
