Position,Artist,Song Title,Year,Lyrics
1,Sinead O'Connor,Nothing Compares 2 U,1990,"It's been seven hours and fifteen days
Since u took your love away
I go out every night and sleep all day
Since you took your love away
Since you been gone I can do whatever I want
I can see whomever I choose
I can eat my dinner in a fancy restaurant
But nothing
I said nothing can take away these blues

'Cause nothing compares
Nothing compares to you

It's been so lonely without you here
Like a bird without a song
Nothing can stop these lonely tears from falling
Tell me baby where did I go wrong
I could put my arms around every boy I see
But they'd only remind me of you
I went to the doctor and guess what he told me
Guess what he told me
He said girl you better have fun
No matter what you do
But he's a fool

'Cause nothing compares
Nothing compares to you

All the flowers that you planted, mama
In the back yard
All died when you went away
I know that living with you baby was sometimes hard
But I'm willing to give it another try

Nothing compares
Nothing compares to you
Nothing compares
Nothing compares to you
Nothing compares
Nothing compares to you"
2,Madonna,Vogue,1990,"Madonna
I'm Breathless
Vogue
Strike a pose
Strike a pose
Vogue, vogue, vogue
Vogue, vogue, vogue

Look around everywhere you turn is heartache
It's everywhere that you go [look around]
You try everything you can to escape
The pain of life that you know [life that you know]

When all else fails and you long to be
Something better than you are today
I know a place where you can get away
It's called a dance floor, and here's what it's for, so

Chorus:

Come on, vogue
Let your body move to the music [move to the music]
Hey, hey, hey
Come on, vogue
Let your body go with the flow [go with the flow]
You know you can do it

All you need is your own imagination
So use it that's what it's for [that's what it's for]
Go inside, for your finest inspiration
Your dreams will open the door [open up the door]

It makes no difference if you're black or white
If you're a boy or a girl
If the music's pumping it will give you new life
You're a superstar, yes, that's what you are, you know it

(chorus, substituting ""groove"" for ""move"")

Beauty's where you find it
Not just where you bump and grind it
Soul is in the musical
That's where I feel so beautiful
Magical, life's a ball
So get up on the dance floor

(chorus)

Vogue, [Vogue]
Beauty's where you find it [move to the music]
Vogue, [Vogue]
Beauty's where you find it [go with the flow]

Greta Garbo, and Monroe
Deitrich and DiMaggio
Marlon Brando, Jimmy Dean
On the cover of a magazine

Grace Kelly; Harlow, Jean
Picture of a beauty queen
Gene Kelly, Fred Astaire
Ginger Rogers, dance on air

They had style, they had grace
Rita Hayworth gave good face
Lauren, Katherine, Lana too
Bette Davis, we love you

Ladies with an attitude
Fellows that were in the mood
Don't just stand there, let's get to it
Strike a pose, there's nothing to it

Vogue, vogue

Oooh, you've got to
Let your body move to the music
Oooh, you've got to just
Let your body go with the flow
Oooh, you've got to
Vogue"
3,Londonbeat,I've Been Thinking About You,1990,"We must have been stone crazy
When we thought we were just friends
'Cause I miss you, baby
And I've got those feelings again
I guess I'm all confused about you
I feel so in love
Oh, baby, what can I do?

I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

Suddenly we're strangers
I watch you walking away
She was my one temptation
Oh, I did not want her to stay
Deep down, I'm still confused about you
I feel so in love
Oh, baby, what can I do?

I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

What good is being here without you?
I feel so in love
Oh, baby, what can I do?

I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you
Oh yeah
I've been thinking about you
Got you on my mind
I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you

Think about you babe
Think about, think about you babe
Think about, think about
Oh oh oh baby
Think about

I've been thinking about you
I've been thinking about you
I've been thinking about you
thinking about you

I've been thinking about you
I've been thinking about you
I've been thinking about you
thinking about you

I've been thinking about you
I've been thinking about you
I've been thinking about you
thinking about you"
4,Vanilla Ice,Ice Ice Baby,1990,"Yo, VIP, Let's kick it! 

Ice Ice Baby, Ice Ice Baby 
All right stop, Collaborate and listen 
Ice is back with my brand new invention 
Something grabs a hold of me tightly 
Then I flow like a harpoon daily and nightly 
Will it ever stop? Yo -- I don't know 
Turn off the lights and I'll glow 
To the extreme I rock a mic like a vandal 
Light up a stage and wax a chump like a candle. 

Dance, Bum rush the speaker that booms 
I'm killing your brain like a poisonous mushroom 
Deadly, when I play a dope melody 
Anything less than the best is a felony 
Love it or leave it, You better gain way 
You better hit bull's eye, The kid don't play 
If there was a problem, Yo, I'll solve it 
Check out the hook while my DJ revolves it 

Ice Ice Baby Vanilla, Ice Ice Baby Vanilla 
Ice Ice Baby Vanilla, Ice Ice Baby Vanilla 

Now that the party is jumping 
With the bass kicked in, the Vegas are pumpin' 
Quick to the point, to the point no faking 
I'm cooking MCs like a pound of bacon 
Burning them if they're not quick and nimble 
I go crazy when I hear a cymbal 
And a hi hat with a souped up tempo 
I'm on a roll and it's time to go solo 
Rollin' in my 5.0 
With my ragtop down so my hair can blow 
The girlies on standby, Waving just to say Hi 
Did you stop? No -- I just drove by 
Kept on pursuing to the next stop 
I busted a left and I'm heading to the next block 
That block was dead 

Yo -- so I continued to A1A Beachfront Ave. 
Girls were hot wearing less than bikinis 
Rockman lovers driving Lamborghinis 
Jealous 'cause I'm out geting mine 
Shay with a gauge and Vanilla with a nine 
Reading for the chumps on the wall 
The chumps acting ill because they're so full of ""Eight Ball"" 
Gunshots ranged out like a bell 
I grabbed my nine -- All I heard were shells 
Falling on the concrete real fast 
Jumped in my car, slammed on the gas 
Bumper to bumper the avenue's packed 
I'm trying to get away before the jackers jack 
Police on the scene, You know what I mean 
They passed me up, confronted all the dope fiends 
If there was a problem, You, I'll solve it 
Check out the hook while my DJ revolves it 

Ice Ice Baby Vanilla, Ice Ice Baby Vanilla 
Ice Ice Baby Vanilla, Ice Ice Baby Vanilla 

Take heed, 'cause I'm a lyrical poet 
Miami's on the scene just in case you didn't know it 
My town, that created all the bass sound 
Enough to shake and kick holes in the ground 
'Cause my style's like a chemical spill 
Feasible rhymes that you can vision and feel 
Conducted and formed, This is a hell of a concept 
We make it hype and you want to step with this 
Shay plays on the fade, slice like a ninja 
Cut like a razor blade so fast, Other DJs say, ""damn"" 
If my rhyme was a drug, I'd sell it by the gram 
Keep my composure when it's time to get loose 
Magnetized by the mic while I kick my juice 
If there was a problem, Yo -- I'll solve it! 
Check out the hook while Deshay revolves it. 

Ice Ice Baby Vanilla, Ice Ice Baby Vanilla 
Ice Ice Baby Vanilla, Ice Ice Baby Vanilla 

Yo man - Let's get out of here! Word to your mother! 

Ice Ice Baby Too cold, Ice Ice Baby Too cold Too cold 
Ice Ice Baby Too cold Too cold, Ice Ice Baby Too cold Too cold"
5,MC Hammer,U Can't Touch This,1990,"can't touch this
can't touch this
can't touch this
(Oh-oh oh oh oh-oh-oh)
can't touch this
(Oh-oh oh oh oh-oh-oh)
My, my, my, my

Music hits me so hard
Makes me say ""Oh my Lord!""
Thank you for blessing me
With a mind to rhyme and two hyped feet
It feels good when you know you're down
A superdope homeboy from the Oaktown
And I'm known as such
And this is a beat, uh, you can't touch
I told you homeboy, you can't touch this

Yeah, that's how we livin' and ya know
You can't touch this
Look in my eyes man, you can't touch this
Yo let me bust the funky lyrics, you can't touch this
Fresh new kicks and pants

You got it like that now you know wanna dance
So move out of your seat
And get a fly girl and catch this beat
While it's rollin'. Hold on
Pump a little bit and let them know it's going on
Like that, like that
Cold on a mission so fall on back
Let 'em know that you're too much
And this is a beat, uh, they can't touch
Yo I told you, you can't touch this

Why you standing there man, you can't touch this
Yo sound the bell school is in, sucker
You can't touch this
Give me a song or rhythm

Making no sweat that's what I'm giving 'em
So now they know
You talk about the Hammer when you're talking 'bout a show
That's hyped and tight
Singers are sweatin' so pass them a wipe
Or a tape to learn
What it's gonna take in the 90's to burn
The charts legit
Either work hard or you might as well quit
That's word because you know

You can't touch this
You can't touch this
Break it down!
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
Stop! Hammer time!
Go with the flow. It is said

If you can't groove to this then you probably are dead
So wave your hands in the air
Bust a few moves run your fingers through your hair
This is it for a winner
Dance to this and you're gonna get thinner
Now move slide your rump
Just for a minute let's all do the bump
Bump bump bump

Yeah, you can't touch this
Look man, you can't touch this
You'll probably get hyped boy 'cause you know you can't, you can't touch this
Ring the bell school's back in, break it down!
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
Stop! Hammer time!
You can't touch this

You can't touch this
You can't touch this
Break it down!
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
Stop! Hammer time!
Every time you see me

That Hammer's just so hype
I'm dope on the floor
And I'm magic on the mic
Now why would I ever
Stop doing this?
With others makin' records
That just don't hit
I toured around the world
From London to The Bay
It's ""Hammer. Go Hammer. MC Hammer. Yo Hammer!""
And the rest can go and play
You can't touch this
You can't touch this
You can't touch this
Yeah, Y' can't touch this
I told you, can't touch this
Too hype. Can't touch this
Yo get me outta here, you can't touch this
(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh)"
6,Roxette,It Must Have Been Love,1990,"It must have been love but it's over now
Lay a whisper on my pillow

Leave the winter on the ground
I wake up lonely, there's air of silence
In the bedroom and all around
Touch me now, I close my eyes
And dream away
It must have been love but it's over now
It must have been good but I lost it somehow

It must have been love but it's over now
From the moment we touched till the time had run out

Make believing we're together
That I'm sheltered by your heart
But in and outside, I turned to water
Like a teardrop in your palm

And it's a hard winter's day
I dream away
It must have been love but it's over now
It was all that I wanted, now, I'm living without

It must have been love but it's over now
It's where the water flows, it's where the wind blows

It must have been love but it's over now
It must have been good but I lost it somehow
It must have been love but it's over now
From the moment we touched till the time had run out
Yeah, it must have been love but it's over now
It was all that I wanted, now, I'm living without
It must have been love but it's over now
It's where the water flows, it's where the wind blows
It must have been love but it's over now
It must have been love but it's over now"
7,Bon Jovi,Blaze of Glory,1990,"I wake up in the morning
And I raise my weary head
I've got an old coat for a pillow
And the earth was last night's bed
I don't know where I'm going
Only God knows where
I've been I'm a devil on the road
A six gun lover
A candle in the wind

When you're brought into this world
They say you're born in sin
Well at least they gave me something
I didn't have to steal or have to win
Well they tell me that I'm wanted
Yeah I'm a wanted man
I'm colt in your stable
I'm what Cain was to Abel

Mister catch me if you can

I'm going down in a blaze of glory
Take me now but know the truth
I'm going down in a blaze of glory
Lord I never drew first
But I drew first blood

I'm no ones son
Call me young gun

You ask about my conscience
And I offer you my soul
You ask If I'll grow to be a wise man
Well I ask if I'll grow old
You ask me if I known love

And what it's like to sing songs in the rain
Well, I've seen love come
And I've seen it shot down

I've seen it die in vain
Shot down in a blaze of glory
Take me now but know the truth
I'm going down in a blaze of glory

Lord I never drew first
But I drew first blood
I'm the devil's son
Call me young gun

Each night I go to bed
I pray the Lord my soul to keep
No I ain't looking for forgiveness
But before I'm six foot deep
Lord, I got to ask a favor
And I'll hope You'll understand
'Cause I've lived life to the fullest
Let this boy die like a man
Staring down the bullet
Let me make my final stand
Shot down in a blaze of glory
Take me now but know the truth
I'm going down in a blaze of glory
Lord I never drew first
But I drew first blood
I'm no one's son
Call me young gun
I'm young gun
Young gun
yeah yeahh
Young gun"
8,Snap,The Power,1990,"I've got the power, hey, yeah, hey

Like the crack of the whip, I snap attack
Front to back in this thing called rap
Dig it like a shovel, rhyme Devil on a Heavenly level
Bang the bass, turn up the treble

Radical mind day and night all the time
Seven, fourteen, wise, divine
Maniac, brainiac, winning the game
I'm the lyrical Jesse James

Oh, yeah, yeah
Oh yeah, gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy
It's getting', it's getting', it's gettin' kinda heavy

(I've got the power)
He's gonna break my heart
He's gonna break my heart of hearts
He's gonna break my heart
He's gonna break my heart of hearts
(I've got the power, oh, oh, oh)

(I've got the power)
He's gonna break my heart
He's gonna break my heart of hearts
He's gonna break my heart
He's gonna break my heart of hearts
(I've got the power, oh, oh, oh)"
9,Lisa Stansfield,All Around the World,1990,"I don't know where my baby is
but I'll find him somewhere somehow
I've gotta let him know how much I care
I'll never give up looking for my baby

Been around the world and I I I
I can't find my baby
I don't know when I don't know why
why he's gone away
and I don't know where he can be
my baby but I'm gonna find him

Ooh we had a quarrel
and I let myself go
I said so many things
things he didn't know

and I was oh so bad
I don't think he's coming back
He gave the reason
the reasons he should go

and he said things
he hadn't said before
and he was oh so mad

and I don't think he's coming back
coming back
I did too much lying
wasted too much time
now I'm here and crying I I I
Been around the world and I I I

I can't find my baby
I don't know when I don't know why
why he's gone away
and I don't know where he can be

my baby but I'm gonna find him
So open hearted
he never did me wrong

I was the one
the weakest one of all
and now I'm oh so sad
I don't think he's coming back
coming back
I did too much lying

wasted too much time
now I'm here and crying I I I
Been around the world and I I I
I can't find my baby
I don't know when I don't know why
why he's gone away

and I don't know where he can be

my baby but I'm gonna find him
Been around the world and I I I
I can't find my baby

I don't know when I don't know why
why he's gone away
and I don't know where he can be
my baby but I'm gonna find him
I'm going to find him
I did too much lying

wasted too much time
now I'm here and crying I I I
Been around the world and I I I
I can't find my baby

I don't know when I don't know why
why he's gone away
and I don't know where he can be
my baby but I'm gonna find him
I've been around the world
looking for my baby
looked around the world
and I'm gonna I'm gonna find him
Been around the world and I I I
I can't find my baby
I don't know when I don't know why
why he's gone away
and I don't know where he can be
my baby but I'm gonna find him"
10,Alannah Myles,Black Velvet,1990,"Mississippi in the middle of a dry spell
 Jimmy Rogers on the Victrola up high
 Mama's dancin' with baby on her shoulder
 The sun is settin' like molasses in the sky
 The boy could sing, knew how to move, everything
 Always wanting more, he'd leave you longing for

 Black velvet and that little boy's smile
 Black velvet with that slow southern style
 A new religion that'll bring ya to your knees
 Black velvet if you please

 Up in Memphis the music's like a heatwave
 White lightening, bound to drive you wild
 Mama's baby's in the heart of every school girl
 ""Love me tender"" leaves 'em cryin' in the aisle
 The way he moved, it was a sin, so sweet and true
 Always wanting more, he'd leave you longing for

 Black velvet and that little boy's smile
 Black velvet with that slow southern style
 A new religion that'll bring ya to your knees
 Black velvet if you please

 Every word of every song that he sang was for you
 In a flash he was gone, it happened so soon, what could
 You do?

 Black velvet and that little boy's smile
 Black velvet with that slow southern style
 A new religion that'll bring ya to your knees
 Black velvet if you please

 Black velvet and that little boy's smile
 Black velvet with that slow southern style
 A new religion that'll bring ya to your knees
 Black velvet if you please
 If you please, if you please, if you please"
