Position,Artist,Song Title,Year,Lyrics
11,Neil Diamond,Song Sung Blue,1972,"Song Sung Blue
Everybody knows one
Song Sung Blue
Every garden grows one

Me and you are subject to the blues now and then
But when you take the blues and make a song
You sing them out again
Sing them out again

Song Sung Blue
Weeping like a willow
Song Sung Blue
Sleeping on my pillow

Funny thing, but you can sing it with a cry in your voice
And before you know, start to feeling good
You simply got no choice

[break]

Me and you are subject to the blues now and then
But when you take the blues and make a song
You sing them out again

Song Sung Blue
Everybody knows one
Song Sung Blue
Every garden grows one

Funny thing, but you can sing it with a cry in your voice
And before you know, start to feeling good"
12,Melanie,Brand New Key,1972,"I rode my bicycle past your window last night
I roller skated to your door at daylight
It almost seems like you're avoiding me
I'm okay alone but you got something I need

Well, I got a brand new pair of roller skates
You got a brand new key
I think that we should get together
And try them out, you see

I been looking around awhile
You got something for me
Oh, I got a brand new pair of roller skates
You got a brand new key

I ride my bike, I roller skate, don't drive no car
Don't go too fast but I go pretty far
For somebody who don't drive, I been all around the world
Some people say, I done all right for a girl

Oh yeah, yeah
Oh yeah, yeah, yeah
Oh yeah, yeah, yeah
Oh yeah, yeah, yeah

I asked your mother if you were at home
She said yes, but you weren't alone
Oh, sometimes I think that you're avoiding me
I'm okay alone but you've got something I need

Well, I got a brand new pair of roller skates
You got a brand new key
I think that we should get together
And try them out, you see
La, la, la, la, la, la, la, la
La, la, la, la, la, la
Oh, I got a brand new pair of roller skates
You got a brand new key"
13,Derek & The Dominos,Layla,1972,"What'll you do when you get lonely
And nobody's waitin' by your side?
You've been runnin' an' hidin' much too long
You know it's just your foolish pride

Layla, you've got me on my knees
Layla, I'm beggin', darlin' please
Layla, darlin', won't you ease my worried mind

I tried to give you consolation
When your own man had let you down
Like a fool, I fell in love with you
Turned my whole world, upside down

Layla, you've got me on my knees
Layla, I'm beggin', darlin' please
Layla, darlin', won't you ease my worried mind

Let's make the best of the situation
Before I finally go insane
Please, don't say, we'll never find a way
An' tell me all my love's in vain

Layla, you've got me on my knees
Layla, I'm beggin', darlin' please
Layla, darlin', won't you ease my worried mind

Layla, you've got me on my knees
Layla, I'm beggin', darlin' please
Layla, darlin', won't you ease my worried mind"
14,Donny Osmond,Puppy Love,1972,"And they called it puppy love
Oh, I guess they'll never know
How a young heart really feels
And why I love her so

And they called it puppy love
Just because we're in our teens
Tell them all, please tell them it isn't fair
To take away my only dream

I cry each night my tears for you
My tears are all in vain
I'll hope and I'll pray that maybe someday
You'll be back in my arms once again

Someone help me, help me, help me please
Is the answer up above
How can I, how can I tell them?
This is not a puppy love

Someone help me, help me please
Is the answer up above
How can I, how can I tell them?
This is not a puppy love

This is not a puppy love
This is not a puppy love"
15,Johnny Nash,I Can See Clearly Now,1972,"Johnny Nash
Miscellaneous
I Can See Clearly Now
I Can See Clearly Now
Jonnhy Nash

I can see clearly now, the rain is gone,
I can see all obstacles in my way
Gone are the dark clouds that had me blind
It’s gonna be a bright (bright), bright (bright)
Sun-Shiny day.

I think I can make it now, the pain is gone
All of the bad feelings have disappeared
Here is the rainbow I’ve been prayin?for
It’s gonna be a bright (bright), bright (bright)
Sun-Shiny day.

Look all around, there’s nothin?but blue skies
Look straight ahead, nothin?but blue skies

I can see clearly now, the rain is gone,
I can see all obstacles in my way
Gone are the dark clouds that had me blind
It’s gonna be a bright (bright), bright (bright)
Sun-Shiny day."
16,Dr Hook,Sylvia's Mother,1972,"Dr. Hook
Miscellaneous
Sylvia's Mother
Sylvia's mother says Sylvia's busy,
too busy to come to the phone.
Sylvia's mother says Sylvia's tryin'
to start a new life of her own.
Sylvia's mother says Sylvia's happy,
so why don't you leave her alone?

And the operator says ""Fourty cents more
for the next three minutes""
Please, Missus Avery, I just gotta talk to her,
I only keep her a while.
Please, Missus Avery, I just want to tell her goodbye.

Sylvia's mother says Sylvia's packin',
she's gonna be leavin' today.
Sylvia's mother says Sylvia's marryin'
a fellow down Galveston way.
Sylvia's mother says ""Please don't say nothin'
to make her start cryin' and stay.""

And the operator says ""Fourty cents more...

Sylvia's mother says Sylvia's hurryin',
she's catchin' the nine o'clock train.
Sylvia's mother says: ""Take your umbrella,
'cause Sylvie, it's startin' to rain.
And Sylvia's mother says ""Thank you for callin',
and Sir, won't you call back again?""

And the operator says ""Fourty cents more...""

(transcribed by: [email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */)"
17,The Temptations,Papa Was a Rolling Stone,1972,"It was the third of Septemberthat day I'll always remember
'Cause that was the day that my daddy died
I never got a chance to see him
Never heard nothin' but bad things about him
Mama I'm depending on you to tell me the truth

(Spoken)
Mama just looked at him and said, ""Son

Papa was a rollin' stone
Wherever he laid his hat was his home
And when his died
All he left us was alone.""

Hey, mama, I heard Papa call himself a jack of all trades
Tell me, is that what sent Papa to an early grave?
Folks say Papa would beg, borrow or steal to pay his bills
Hey, Mama, folks say Papa was never much on thinkin'
Spend most of his time chasin' women and drinkin'
Mama, I'm depending on you to tell me the truth

Mama just hung her head and said, ""Son

Papa was a rollin' stone
Wherever he laid his hat was his home
And when his died
All he left us was alone."""
18,The Hollies,Long Cool Woman in a Black Dress,1972,"Saturday night I was downtown
Working for the F.B.I.

Sitting in a nest of bad men
Whiskey bottles piling high
Bootlegging boozer on the west side
Full of people who are doing wrong

Just about to call up the DA man
When I heard this woman sing a song
A pair of 45s made me open my eyes
My temperature started to rise

She was a Long Cool Woman In A Black Dress
Just-a 5'9, beautiful, tall
With just one look I was a bad mess
'Cause that long cool woman had it all
I saw her heading to the table
Like a tall walking big black cat

When Charlie said I hope that you're able boy
'Cause I'm telling you she knows where it's at
Then suddenly we heard the sirens
And everybody started to run
A-jumping out of doors and tables
When I heard somebody shooting a gun
Well the DA was pumping my left hand
And a-she was a-holding my right
Well I told her don't get scared

'Cause you're gonna be spared
I've gotta be forgiving if I wanna spend my living
With a Long Cool Woman In A Black Dress
Just a 5'9 beautiful tall
Yeah, with just one look I was a bad mess
'Cause that long cool woman had it all
Had it all."
19,The New Seekers,I'd Like to Teach the World to Sing,1972,"The New Seekers
Miscellaneous
I'd Like to Teach the World to Sing
I'd like to build the world a home
And furnish it with love
Grow apple trees and honey bees and snow-white turtle doves

I'd like to teach the world to sing
In perfect harmony
I'd like to hold it in my arms and keep it company

I'd like to see the world for once
All standing hand in hand
And hear them echo through the hills ""Ah, peace throughout the land""

(That's the song I hear)
I'd like to teach the world to sing (that the world sings today)
In perfect harmony


I'd like to teach the world to sing
In perfect harmony

I'd like to build the world a home
And furnish it with love
Grow apple trees and honey bees and snow-white turtle doves"
20,The Royal Scots Dragoon Guards,Amazing Grace,1972,"Rimes LeAnn
You Light Up My Life
Amazing Grace
Amazing grace, how sweet the sound
That saved a wretch like me.
I once was lost, but now I'm found.
'Twas blind, but now I see.
'Twas grace that taught my heart to fear
And grace my fears relieved.
How precious did that grace appear
The hour I first believed.
When we've been there ten thousand years
Bright shining as the sun,
We've no less days to sing God's praise
Then when we first begun.
Amazing grace, how sweet the sound
That saved a wretch like me.
I once was lost, but now I'm found.
Was blind, but now I see."
21,Mouth & MacNeal,How Do You Do!,1972,"Once I said I wanted you
I don't remember why
I often wonder if it's true
That you could make me cry

I only know it's long ago
You said ""I love you"" too
But I got one solution left
We're gonna start anew

How do you do, mm-hmm
I thought, why not, na-na, na-na
Just me and you
And then we can na-na, na-na

Just like before
And you will say na-na, na-na
Please give me more
And you will think na-na, na-na
Hey, that's what I'm livin' for

How do you do, ooh-hoo
I thought, why not, na-na, na-na
Just me and you
And then we can na-na, na-na

Just like before
And you will say na-na, na-na
Please give me more
And you will think na-na, na-na
Hey, that's what I'm livin' for

Once I said I wanted you
And I remember why
I often wonder why it's true
You still can make me cry

And now it's not so long ago
You said ""I love you"" too
'Cause I had one solution left
And that's to start anew

How do you do, mm-hmm
I thought, why not, na-na, na-na
Just me and you
And then we can na-na, na-na

Just like before
And you will say na-na, na-na
Please give me more
And you will think na-na, na-na
Hey, that's what I'm livin' for

How do you do, uh-huh
I thought, why not, na-na, na-na
Just me and you
And then we can na-na, na-na

Just like before
And you will say na-na, na-na
Please give me more
And you will think na-na, na-na
Hey, that's what I'm livin' for

How do you do, ooh-hoo
La-la, la-la, la-la-la-la
La-la, la-la
La-la, la-la, la-la-la-la

La-la, la-la, la-la-la-la
La-la, la-la
La-la, la-la, la-la-la-la
La-la, la-la
Hey, that's what I'm livin' for

How do you do, aha
La-la, la-la, la-la-la-la
La-la, la-la"
22,Michael Jackson,Ben,1972,"Ben, the two of us need look no more
We both found what we were looking for
With a friend to call my own
I'll never be alone
And you my friend will see
You've got a friend in me
(You've got a friend in me)
Ben, you're always running here and there
(Here and there)
You feel you're not wanted anywhere
(Anywhere)
If you ever look behind
And don't like what you find
There's something you should know
You've got a place to go
(You've got a place to go)
I used to say ""I"" and ""me""
Now it's ""us"", now it's ""we""
I used to say ""I"" and ""me""
Now it's ""us"", now it's ""we""
Ben, most people would turn you away
(turn you away)
I don't listen to a word they say
(a word they say)
They don't see you as I do
I wish they would try to
I'm sure they'd think again
If they had a friend like Ben
(A friend)
Like Ben
(Like Ben)
Like Ben"
23,Alice Cooper,School's Out,1972,"Well we got no choice
All you girls and boys
Makin' all that noise
'Cause they found new toys

Well we can't salute you
Can't find a flag
If that don't suit you
That's a drag

School's out for summer
School's out forever
School's been blown to pieces

No more pencils
No more books
No more teacher's
Dirty looks

Well we got no class
And we got no principals
And we got no intelligence
We can't even think of a word that rhymes

School's out for summer
School's out forever
School's been blown to pieces

No more pencils
No more books
No more teacher's
Dirty looks

Out for summer
Out till fall
We might not come
Back at all

School's out for summer
School's out forever
School's been blown to pieces
School's out completely"
24,The Sweet,Little Willy,1972,"North side, east side
Little Willy, Willy wears the crown, he's the king around town
Dancing and glancing
Willy drives them silly with his star shoe shimmy shuffle down

Way past one and feeling alright
'Cause with little Willy 'round they can last all night
Hey down, stay down, stay down down

'Cause little Willy, Willy won't go home
But you can't push Willy 'round
Willy won't go, try tellin' everybody but, oh no
Little Willy, Willy won't go home

Up town, down town
Little Willy, Willy drives them wild with his run-around style
Inside, outside
Willy sends them silly with his star-shine shimmy shuffle smile

Mama done chase Willy down through the hall
But laugh, Willy laugh, he don't care at all
Hey down, stay down, stay down down

'Cause little Willy, Willy won't go home
But you can't push Willy 'round
Willy won't go, try tellin' everybody but, oh no
Little Willy, Willy won't go home

Little Willy, Willy won't
Willy won't, Willy won't
Little Willy, Willy won't
Willy won't, Willy won't
Little Willy, Willy won't
Willy won't, Willy won't
Little Willy, Willy won't
Willy won't, Willy won't

Little Willy, Willy won't go home
But you can't push Willy 'round
Willy won't go, try tellin' everybody but, oh no
Little Willy, Willy won't go home

Little Willy, Willy won't go home
But you can't push Willy 'round
Willy won't go, try tellin' everybody but, oh no
Little Willy, Willy won't go home

Little Willy, Willy won't go home
But you can't push Willy 'round
Willy won't go, try tellin' everybody but, oh no"
25,Bill Withers,Lean On Me,1972,"Hmm... hmm-hmm-hmm-hmm
Hmm-hmm-hmm-hmm
Hmm-hmm-hmm-hmm-hmm
Sometimes in our lives
We all have pain
We all have sorrow

But if we are wise
We know that there's always tomorrow

Lean on me
When you're not strong
And I'll be your friend
I'll help you carry on...

For it won't be long
Till I'm gonna need somebody to lean on

Please swallow your pride
If I have things you need to borrow

For no one can fill
Those of your needs that you won't let show

You just call on me brother when you need a hand
We all need somebody to lean on

I just might have a problem that you'll understand
We all need somebody to lean on

Lean on me
When you're not strong
And I'll be your friend
I'll help you carry on...

For it won't be long
Till I'm gonna need somebody to lean on

You just call on me brother
When you need a hand
We all need somebody to lean on

I just might have a problem that you'll understand
We all need somebody to lean on

If there is a load you have to bear
That you can't carry

I'm right up the road
I'll share your load
If you just call me

Call me
If you need a friend
(call me)
Call me (call me)
If you need a friend
(call me)
If you ever need a friend
(call me)
Call me
(call me) Call me
(call me) Call me
(call me) Call me
(call me)

If you need a friend
(call me)
Call me
(call me) Call me
(call me) Call me
(call me) Call me
(call me)"
26,Middle of The Road,Sacramento (A Wonderful Town),1972,"There's something about the weather that everybody loves
They call it the Indian spring of Sacramento
And when the sun is up in the sky
The wind is blowing by the riverside, most every day

You're in Sacramento, a wonderful town
Sing, sing, sing, din-di-din

There's something about the people that everybody knows
That gives you a tender feeling of confusion
You're feeling lonely but you don't know
Until this other feeling here inside you starts to grow

You're in Sacramento, a wonderful town
Sing, sing, sing, din-di-din

Now that spring is near again
And you're thinking if only you were not so lonely, boo-hoo
But you can ease your restless mind
(Ease your restless mind)
'Cos all the people are lovin' kind in Sacramento

There's something about the weather that everybody loves
They call it the Indian spring of Sacramento
You're feeling lonely but you don't know
Until this other feeling here inside you starts to grow

You're in Sacramento - a wonderful town
Sing, sing, sing, din-di-din

Sacramento, Sacramento
Sacramento, Sacramento
Sacramento, Sacramento
Sacramento, Sacramento

Sacramento, Sacramento
Sacramento, Sacramento
Sacramento, Sacramento
..."
27,Gary Glitter,Rock 'n' Roll (Part 2),1972,"Ba na na na... Hey! Ba na na.
Ba na na na... Hey! Ba na na.
Ba na na na... Hey! Ba na na.


Chakachaka chakachaka chaka... (fans scream here: ""Go team!"" substituting
whichever team they are rooting for)

Repeat forever"
28,Elton John,Rocket Man,1972,"She packed my bags last night pre flight
Zero hour nine a.m.
And I'm gonna be high, as a kite by then
I miss the earth so much, I miss my wife
It's lonely out in space
On such a timeless flight

And I think it's gonna be a long long time
Till touch down brings me round again to find
I'm not the man they think I am at home
Oh no, no, no, I'm a rocket man
Rocket man burning out his fuse up here alone

And I think it's gonna be a long long time
Till touch down brings me round again to find
I'm not the man they think I am at home
Oh no, no, no, I'm a rocket man
Rocket man burning out his fuse up here alone

Mars ain't the kind of place to raise your kids
In fact it's cold as Hell
And there's no one there to raise them if you didn't
And all this science, I don't understand
It's just my job, five days a week
A rocket man, a rocket man

And I think it's gonna be a long long time
Till touch down brings me round again to find
I'm not the man they think I am at home
Oh no, no, no, I'm a rocket man
Rocket man burning out his fuse up here alone

And I think it's gonna be a long long time
Till touch down brings me round again to find
I'm not the man they think I am at home
Oh no, no, no, I'm a rocket man
Rocket man burning out his fuse up here alone

Now, I think it's gonna be a long long time
And I think it's gonna be a long long time
And I think it's gonna be a long long time
And I think it's gonna be a long long time
..."
29,Elvis Presley,Burning Love,1972,"Lord Almighty
I feel my temperature rising
Higher, higher
It's burning through to my soul

Girl, girl, girl, girl
You gonna set me on fire
My brain is flaming
And I don't know which way to go, yeah

Your kisses lift me higher
Like the sweet song of a choir
And you light my morning sky
With burning love
(Burning love)

Ooh, ooh, ooh, ooh
I feel my temperature rising
Hey, won't you help me?
It must be a hundred and nine

Burning, burning, burning
And nothing can cool me, cool me, cool me
I just might turn into smoke
But I feel fine, ooh

'Cause your kisses lift me higher
Oh, like a sweet song of a choir
And you light my morning sky
With burning love
(Burning love)
Burning love
(Burning love)

It's coming closer
The flames are reaching my body
Please won't you help me?
I feel like I'm slipping away

It's hard to breath
And my chest is heating, yeah
Lord Almighty
I'm burning a hole where I lay

'Cause your kisses lift me higher
Like the sweet song of a choir
And you light my morning sky
With burning love
(Burning love)

With burning love
(Burning love)
With burning love
(Burning love)

With burning love
(Burning love)
With burning love
(Burning love)
With burning love
(Burning love)

I'm just a hunk, a hunk of burning love
I'm just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love

I'm just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
I'm just a hunk, a hunk"
30,Albert Hammond,It Never Rains in Southern California,1972,"Got on board a westbound seven forty seven
Didn't think before deciding what to do
All that talk of opportunities, TV breaks and movies
Rang true, sure rang true

Seems it never rains in Southern California
Seems I've often heard that kind of talk before
It never rains in California, but girl, don't they warn ya
It pours, man, it pours

Out of work, I'm out of my head
Out of self respect, I'm out of bread
I'm under loved, I'm underfed
I wanna go home

It never rains in California, but girl, don't they warn ya
It pours, man, it pours

Will you tell the folks back home I nearly made it?
Had offers but don't know which one to take
Please, don't tell 'em how you found me
Don't tell 'em how you found me
Gimme a break, gimme a break

Seems it never rains in Southern California
Seems I've often heard that kind of talk before
It never rains in California, but girl, don't they warn ya
It pours, man, it pours"
31,The Osmonds,Crazy Horses,1972,We do not have the lyrics for Crazy Horses yet.
32,Chuck Berry,My Ding-A-Ling,1972,We do not have the lyrics for My Dingaling yet.
33,Badfinger,Day After Day,1972,"I remember finding out about you
Everyday my mind is all around you

Looking out of my lonely gloom
Day after day
Bring it home maybe make it soon
I give my love to you

I remember holding you while you sleep
Everyday I feel the tears that you weep

Looking out of my lonely gloom
Day after day
Bring it home maybe make it soon
I give my love to you

Looking out of my lonely gloom
Day after day
Bring it home maybe make it soon
I give my love to you

I remember finding out about you
Everyday my mind is all around you

Looking out of my lonely gloom
Day after day
Bring it home maybe make it soon
I give my love to you"
