Position,Artist,Song Title,Year,Lyrics
1,Whitney Houston,I Will Always Love You,1992,"If I should stay
I would only be in your way.

So I'll go, but I know

I'll think of you ev'ry step of the way.
And I will always love you.
I will always love you.

You, my darling you. Hmm.

Bittersweet memories
that is all I'm taking with me.

So, goodbye. Please, don't cry.

We both know I'm not what you, you need.
And I will always love you.
I will always love you.
I hope life treats you kind
And I hope you have all you've dreamed of.
And I wish to you, joy and happiness.
But above all this, I wish you love.
And I will always love you.
I will always love you.
I will always love you.
I will always love you.
I will always love you.
I, I will always love you.
You, darling, I love you.
Ooh, I'll always, I'll always love you."
2,Boyz II Men,End of the Road,1992,"Girl you know we belong together
I have no time for you to be playing
With my heart like this
You'll be mine forever baby, you just see

We belong together
And you know that I'm right
Why do you play with my heart?
Why do you play with my mind?

Said we'd be forever, said it'd never die
How could you love me and leave me
And never say good-bye?

When I can't sleep at night without holding you tight
Girl, each time I try I just break down and cry
Pain in my head oh I'd rather be dead
Spinning around and around

Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you

Girl, I know you really love me
You just don't realize
You've never been there before
It's only your first time

Maybe I'll forgive you
Maybe you'll try
We should be happy together
Forever, you and I

Can you love me again like you loved me before?
This time I want you to love me much more
This time instead just come to my bed
And baby just don't let me, don't let me down

Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you

Girl I'm here for you
All those times of night when you just hurt me
And just run out with that other fella
Baby I knew about it, I just didn't care
You just don't understand how much I love you do you?
I'm here for you
I'm not out to go out and cheat on you all night
Just like you did baby but that's all right
Hey, I love you anyway
And I'm still gonna be here for you 'till my dying day baby
Right now, I'm just in so much pain baby
'Coz you just won't come back to me
Will you? Just come back to me
Lonely
Lonely
Lonely
This time instead just come to my bed
And baby just don't let me go
Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you"
3,Nirvana,Smells Like Teen Spirit,1992,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

Hello, hello, hello, hello
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello

With the lights out it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us

A mulatto
An albino
A mosquito
My libido

Yeah
Hey
Yay

I'm worse at what I do best
And for this gift I feel blessed
Our little group has always been
And always will until the end

Hello, hello, hello, hello
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello

With the lights out it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us

A mulatto
An albino
A mosquito
My libido

Yeah
Hey
Yay

And I forget, just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, nevermind

Hello, hello, hello, hello
Hello, hello, hello, how low?
Hello, hello, hello, how low?
Hello, hello, hello

With the lights out it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us

A mulatto
An albino
A mosquito
My libido

A denial
A denial
A denial
A denial
A denial
A denial
A denial
A denial
A denial"
4,Eric Clapton,Tears in Heaven,1992,"Would you know my name
If I saw you in heaven?
Would it be the same
If I saw you in heaven?
I must be strong
And carry on
'Cause I know I don't belong
Here in heaven
Would you hold my hand
If I saw you in heaven?
Would you help me stand
If I saw you in heaven?
I'll find my way
Through night and day
'Cause I know I just can't stay
Here in heaven
Time can bring you down
Time can bend your knees
Time can break your heart
Have you begging please
Begging please
Beyond the door
There's peace, I'm sure
And I know there'll be no more
Tears in heaven
Would you know my name
If I saw you in heaven?
Would it be the same
If I saw you in heaven?
I must be strong
And carry on
'Cause I know I don't belong
Here in heaven"
5,Mr Big,To Be With You,1992,"Hold on little girl
Show me what he's done to you
Stand up little girl
A broken heart can't be that bad

When it's through, it's through
Fate will twist the both of you
So come on baby, come on over
Let me be the one to show you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

Build up your confidence
So you can be on top for once
Wake up, who cares about
Little boys that talk too much

I've seen it all go down
Your game of love was all rained out
So come on baby, come on over
Let me be the one to hold you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

Why be alone when we can be together baby?
You can make my life worthwhile
I can make you start to smile

When it's through, it's through
Fate will twist the both of you
Come on baby, come on over
Let me be the one to show you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

Just to be the next to be with you"
6,Kris Kross,Jump,1992,"Jump, jump
You should know, you should know thatahhh
Kris Kross is not having anything today
As we stand there totally krossed out
We commence to make you

Jump, jump
The Mac Dad will make ya Jump Jump
The Daddy Mac will make ya Jump Jump
Kris Kross will make ya Jump Jump

Don't try to compare us to another bad little fad
I'm the Mac and I'm bad givin' ya something that you never had
I'll make ya rump rump wiggle and shake your rump
'Cause I'll be kicking the flavor that makes you wanna Jump
How high? Real high
Cause I'm just so fly
A young loveable, huggable type of guy
And everything is to the back with a little slack
'Cause inside-out its wiggida wiggida wiggida wack
I come stompin' with somethin' pump to keep you jumpin'
R&B; - rap and bullcrap is what I'm dumpin'
And ain't something about Kris Kross we all that
So when they ask do they rock say believe that

Jump, jump
The Mac Dad will make ya jump, jump
A Daddy Mac will make ya jump, jump
Kris Kross will make ya jump, jump
uh huh uh huh
Jump, jump
The Mac Dad will make ya jump, jump
A Daddy Mac will make ya jump, jump
Kris Kross will make ya jump, jump

I like my stuff knockin' knockin'
I love it when a girl is like jockin' jockin'
The D-A-double D-Y-M-A-C
Yeah you know me
I got you jumpin' an' pumpin' an pump movin' all around
G In the mix I make ya six steps back
They try to step to the Mac then they got jacked
To the back you'll be sportin' the gear that's coincidental
Act like you know it so don't be claiming that it's mental

Two lil' kids with a flow you ain't ever heard
And none faking you can understand every word
As you listen to my cool school melody
The Daddy makes you J-U-M-P

Jump Jump
The Mac Dad will make you jump, jump
A Daddy Mac will make you jump, jump
Kris Kross will make you jump, jump
uh huh uh huh
Jump Jump
The Mac Dad will make you jump, jump
A Daddy Mac will make you jump, jump
Kris Kross will make you jump, jump

Now, the formalities of this and that
Is that Kris Kross ain't comin' off wack
And for all ya'll sucks that don't know
Check it out

Some of them try to rhyme but they can't rhyme like this (Go, go!)
Some of them try to rhyme but they can't rhyme like this (Go, go!)
Some of them try to rhyme but they can't rhyme like this (Go, go!)
Some of them try to rhyme but they can't (Go, go!)
'Cause I'm the miggida miggida miggida Mac Daddy
the Miggida miggida miggida Mac
'Cause I'm the miggida miggida miggida Mac Daddy
the Miggida miggida miggida Mac

I make you wanna

Jump Jump
The Mac Dad will make you jump, jump
A Daddy Mac will make you jump, jump
Kris Kross will make you jump, jump
uh huh uh huh
Jump, jump
The Mac Dad will make ya Jump Jump
The Daddy Mac will make ya Jump Jump
Kris Kross will make ya Jump Jump
uh huh uh huh
Jump, jump
The Mac Dad will make ya Jump Jump
The Daddy Mac will make ya Jump Jump
Kris Kross will make ya Jump Jump
Believe dat!"
7,Snap,Rhythm is a Dancer,1992,"Rhythm is a dancer
It's a soul companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

Check this out
Let the rhythm ride you, guide you
Sneak inside you set your mind to move
To its pulsation, bass vibrations
Sense sensation, pause is not implicit
Mind and body must be free too
Please take it all way, nothing to lose
Everything to win

Let it control you hold you mold you
Not the old, the new, touch it, taste it
Free your soul let it invade you
Gotto to be what you wanna
If the groove don't get you the rhyme flow's gonna
I'm serious as cancer when I say
""Rhythm is a dancer""

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

I'm serious as cancer when I say
""Rhythm is a dancer""

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

Check this out
Let the rhythm ride you, guide you
Sneak inside you set your mind to move
To its pulsation, bass vibrations
Sense sensation, pause is not implicit
Mind and body must be free too
Please take it all way, nothing to lose
Everything to win

Let it control you hold you mold you
Not the old, the new, touch it, taste it
Free your soul let it invade you
Gotto to be what you wanna
If the groove don't get you the rhyme flow's gonna
I'm serious as cancer when I say
""Rhythm is a dancer""

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh"
8,Red Hot Chili Peppers,Under the Bridge,1992,"Sometimes I feel
Like I don't have a partner
Sometimes I feel
Like my only friend

Is the city I live in,
The city of Angel
Lonely as I am
Together we cry

I drive on her streets 'cause
She's my companion
I walk through her hills 'cause
She knows who I am

She sees my good deeds and
She kisses the windy
I never worry now that is a lie

I don't ever wanna feel
Like I did that day
Take me to the place I love
Take me all the way

I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way yeah yeah yeah

It's hard to believe
That there's nobody out there
It's hard to believe
That I'm all alone

At least I have her love
The city she loves me
Lonely as I am
Together we cry

I don't ever wanna feel
Like I did that day
Take me to the place I love
Take me all the way

I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way yeah, yeah, yeah
Oh no no no yeah yeah
Love me I say yeah yeah

Downtown
Under the bridge downtown
Is were I drew some blood
Under the bridge downtown
I could not get enough

Under the bridge downtown
Forgot about my love
Under the bridge downtown
I gave my life away yeah yeah

Ooh no no no yeah yeah
Love me I say yeah yeah
Love me I say"
9,George Michael,Don't Let the Sun Go Down On Me,1992,"I can't light
No more of your darkness
All my pictures
Seem to fade to black and white

I'm growing tired
And time stands still before me
Frozen here
On the ladder of my life

It's much too late
To save myself from falling
I took a chance
And changed your way of life

But you misread

My meaning when I met you
Closed the door
And left me blind by the light
Don't let the sun go down on me
Although I search myself it's always someone else I see
I'd just allow a fragment of your life to wander free
But losing everything is like the sun going down on me
{Ladies and gentlemen, Mr. Elton John!}

I can't find
Oh, the right romantic line
But see me once
And see the way I feel

Don't discard me, baby don't
Just because you think I mean you harm
Just because you think I mean you harm, oh
But these cuts I have (cuts I have)
They need love (they need love, they need love), to help them heal

Oh, don't let the sun go down on me
Although I search myself it's always someone else I see
I'd just allow a fragment of your life to wander free, oh
Cause' losing everything is like the sun going down on me
Don't let the sun go down on me
Although I search myself it's always someone else that I see, yeah
I'd just allow a fragment of your life to wander free baby, oh
Cause' losing everything is like the sun going down on me
{Mr. Elton John}"
10,Madonna,This Used to Be My Playground,1992,"This used to be my playground
This used to be my childhood dream
This used to be the place I ran to
Whenever I was in need of a friend
Why did it have to end
And why do they always say

Don't look back, keep your head held high
Don't ask them why because life is short
And before you know, you're feeling old
And your heart is breaking
Don't hold on to the past
Well, that's too much to ask

This used to be my playground
This used to be my childhood dream
This used to be the place I ran to
Whenever I was in need of a friend
Why did it have to end
And why do they always say

No regrets but I wish that you were here with me
Well, then there's hope yet
I can see your face in our secret place
You're not just a memory
Say goodbye to yesterday
Those are words I'll never say

This used to be my playground
This used to be our pride and joy
This used to be the place we ran to
That no one in the world could dare destroy

This used to be our playground
This used to be our childhood dream
This used to be the place we ran to
I wish you were standing here with me

This used to be our playground
This used to be our childhood dream
This used to be the place we ran to
The best things in life are always free
Wishing you were here with me"
